description                                                  |annotation_id|genes_found|input_size|term_genes|genes_universe|relative_enrichment|pval                   |pval_adj               |genes
JAK-STAT signaling pathway                                   |hsa04630     |53         |1355      |116       |61686         |20.800089069856213 |5.0599199999999995e-56 |2.48915e-55            |CDKN1A,PIAS3,AKT3,CCND3,CCND2,SOCS6,SOCS3,SOCS2,SOCS1,PIAS1,PIK3R3,STAT5B,STAT3,STAT1,SOS1,BCL2,CCND1,RAF1,PIK3R2,PIK3R1,PIK3CD,PIK3CA,PDGFRB,PDGFRA,PDGFB,PDGFA,MYC,MPL,MCL1,LIFR,LIF,JAK3,JAK2,JAK1,IL13,IL12A,IL11,IL10RA,IL7,IL6R,IL6,IL4,IL2,IFNG,IFNB1,HRAS,GRB2,MTOR,AKT2,AKT1,EGFR,IL21R,SOCS7
Glioma                                                       |hsa05214     |43         |1355      |64        |61686         |30.58692343173432  |6.783329999999999e-56  |3.2839899999999995e-55 |CDKN2A,CDKN1A,CDK6,CDK4,AKT3,CAMK2D,CAMK4,PIK3R3,TP53,BRAF,SOS1,SHC1,CCND1,BAX,BAK1,RB1,RAF1,PTEN,MAP2K1,MAPK1,PIK3R2,PIK3R1,PIK3CD,PIK3CA,PDGFRB,PDGFRA,PDGFB,PDGFA,NRAS,MDM2,KRAS,IGF1R,IGF1,HRAS,GRB2,MTOR,AKT2,AKT1,EGFR,E2F3,E2F2,E2F1,CAMK1D
Wnt signaling pathway                                        |hsa04310     |48         |1355      |90        |61686         |24.279852398523985 |3.923319999999999e-55  |1.8697099999999996e-54 |BAMBI,DKK1,ROCK2,CCND3,CCND2,BTRC,CAMK2D,FZD7,FZD6,FZD4,FZD1,AXIN2,FOSL1,WNT7A,WNT2,WNT1,TP53,TCF7,MAP3K7,SIAH1,SFRP1,CCND1,RAC1,MAPK9,PPP3CA,NFATC3,NFATC1,MYC,MMP7,SMAD4,SMAD3,LRP6,RHOA,JUN,APC,GSK3B,NKD1,ZNRF3,TCF7L1,WNT10A,DVL3,CTNNBIP1,WNT4,NLK,CSNK2A1,LEF1,SOST,DKK2
Renal cell carcinoma                                         |hsa05211     |43         |1355      |66        |61686         |29.660046964106005 |5.514299999999999e-55  |2.58748e-54            |CDKN1A,CDC42,PAK4,AKT3,PIK3R3,CUL2,VHL,VEGFA,TGFB3,TGFB2,TGFB1,BRAF,SOS1,SLC2A1,RAP1B,RAF1,RAC1,MAP2K1,MAPK1,PIK3R2,PIK3R1,PIK3CD,PIK3CA,PDGFB,PAK1,NRAS,MET,KRAS,JUN,HRAS,HIF1A,HGF,GRB2,FH,AKT2,AKT1,EGLN3,ETS1,EPAS1,PAK5,EGLN1,CRKL,CRK
Chagas disease                                               |hsa05142     |47         |1355      |86        |61686         |24.879790611859608 |1.06132e-54            |4.9045899999999995e-54 |CHUK,AKT3,CASP8,FADD,PIK3R3,TRAF6,TNF,TLR4,TLR2,TGFBR2,TGFBR1,TGFB3,TGFB2,TGFB1,MAP2K4,CCL5,RELA,MAPK9,MAPK1,PPP2R2A,PIK3R2,PIK3R1,PIK3CD,PIK3CA,SERPINE1,NOS2,NFKBIA,NFKB1,MYD88,SMAD2,JUN,FASLG,FAS,IRAK1,IL12A,CXCL8,IL6,IL2,IL1B,IKBKB,IFNG,IFNB1,GNAI2,FOS,AKT2,AKT1,MAPK14
HIF-1 signaling pathway                                      |hsa04066     |47         |1355      |88        |61686         |24.314340825226438 |4.7507499999999996e-54 |2.16266e-53            |CDKN1B,CDKN1A,AKT3,CAMK2D,PIK3R3,CUL2,VHL,VEGFA,TLR4,TFRC,TEK,STAT3,SLC2A1,RPS6KB1,BCL2,RELA,MAP2K1,MAPK1,PIK3R2,PIK3R1,PIK3CD,PIK3CA,SERPINE1,NOS2,NFKB1,LDHA,INSR,IL6R,IL6,IGF1R,IGF1,IFNG,HK2,HIF1A,ANGPT2,MTOR,FLT1,AKT2,AKT1,EGLN3,ERBB2,EIF4EBP1,EIF4E,EGFR,EDN1,CYBB,EGLN1
Tuberculosis                                                 |hsa05152     |53         |1355      |127       |61686         |18.99850655199465  |2.1381199999999995e-53 |9.5901e-53             |CEBPB,MALT1,AKT3,BCL10,CASP9,CASP8,KSR1,CASP3,FADD,CAMK2D,VDR,TRAF6,TNF,TLR4,TLR2,TGFB3,TGFB2,TGFB1,STAT1,SRC,BCL2,BAX,RELA,RAF1,RAB5B,RAB5A,MAPK9,MAPK1,PPP3CA,NOS2,NFKB1,MYD88,MRC1,RHOA,LAMP2,JAK2,JAK1,IRAK2,IRAK1,IL18,IL12A,IL10RA,IL6,IL1B,IFNG,IFNB1,APAF1,AKT2,AKT1,TIRAP,NOD2,MAPK14,CREB1
Relaxin signaling pathway                                    |hsa04926     |47         |1355      |93        |61686         |23.00711820021426  |1.6216599999999998e-52 |7.168189999999999e-52  |AKT3,CREB5,PIK3R3,VEGFA,TGFBR2,TGFBR1,TGFB1,SRC,SOS1,SHC1,MAP2K4,RELA,RAF1,MAP2K1,MAPK9,MAPK1,PIK3R2,PIK3R1,PIK3CD,PIK3CA,NRAS,NOS2,NOS1,NFKBIA,NFKB1,MMP13,MMP9,MMP2,MMP1,SMAD2,KRAS,JUN,HRAS,GRB2,GNAI2,FOS,AKT2,AKT1,EGFR,EDN1,MAPK14,CREB1,COL4A2,COL4A1,COL3A1,COL1A2,COL1A1
TGF-beta signaling pathway                                   |hsa04350     |42         |1355      |69        |61686         |27.710701107011072 |7.637669999999999e-52  |3.3278399999999997e-51 |BAMBI,ACVR1B,ACVR1,ZFYVE9,GDF5,TNF,THBS1,TGIF1,TGFBR2,TGFBR1,TGFB3,TGFB2,TGFB1,BMPR2,BMPR1B,BMP7,BMP6,BMP4,SP1,BMP2,RPS6KB1,ROCK1,RBL1,MAPK1,MYC,SMAD7,SMAD5,SMAD4,SMAD3,SMAD2,SMAD1,RHOA,INHBB,IFNG,FMOD,ACVR1C,FBN1,E2F5,GREM2,TGIF2,SMURF1,RGMA
Non-small cell lung cancer                                   |hsa05223     |41         |1355      |66        |61686         |28.28050989600805  |3.50462e-51            |1.50551e-50            |CDKN2A,CDKN1A,CDK6,CDK4,AKT3,CASP9,PIK3R3,TP53,BRAF,STAT5B,STAT3,SOS1,RXRA,CCND1,BAX,RET,BAK1,RB1,RARB,RAF1,MAP2K1,MAPK1,PIK3R2,PIK3R1,PIK3CD,PIK3CA,NRAS,MET,KRAS,JAK3,HRAS,HGF,GRB2,FOXO3,AKT2,AKT1,ERBB2,EGFR,E2F3,E2F2,E2F1
ErbB signaling pathway                                       |hsa04012     |43         |1355      |78        |61686         |25.096962815782003 |2.2301299999999996e-50 |9.44707e-50            |CDKN1B,CDKN1A,PAK4,AKT3,CAMK2D,PIK3R3,BTC,BRAF,STAT5B,SRC,SOS1,SHC1,MAP2K4,RPS6KB1,RAF1,MAP2K1,MAPK9,MAPK1,PIK3R2,PIK3R1,PIK3CD,PIK3CA,PAK1,NRAS,MYC,KRAS,JUN,HRAS,GSK3B,GRB2,ABL2,MTOR,ABL1,AKT2,AKT1,ERBB4,ERBB3,ERBB2,EIF4EBP1,EGFR,PAK5,CRKL,CRK
C-type lectin receptor signaling pathway                     |hsa04625     |45         |1355      |89        |61686         |23.0181184957917   |2.39205e-50            |9.994199999999998e-50  |CHUK,MALT1,AKT3,BCL10,CASP8,KSR1,PIK3R3,TNF,STAT1,SRC,CCL22,BCL3,RELA,RAF1,PTGS2,MAPK9,MAPK1,PRKCD,PPP3CA,PIK3R2,PIK3R1,PIK3CD,PIK3CA,PAK1,NRAS,NFKBIA,NFKB1,NFATC3,NFATC1,MDM2,RHOA,KRAS,JUN,ITPR1,IL12A,IL6,IL2,IL1B,IKBKB,HRAS,AKT2,AKT1,EGR2,CYLD,MAPK14
Coronavirus disease - COVID-19                               |hsa05171     |49         |1355      |116       |61686         |19.2302710268482   |8.84072e-50            |3.64381e-49            |DDX58,CHUK,ADAR,NRP1,PIK3R3,TRAF6,TNF,TLR4,TLR3,TLR2,MAP3K7,ADAM17,STAT3,STAT1,RPS7,RELA,MAPK9,MAPK1,PIK3R2,PIK3R1,PIK3CD,PIK3CA,NFKBIB,NFKBIA,NFKB1,MYD88,MX1,MMP3,MMP1,JUN,JAK1,IRAK1,IL12A,CXCL8,IL6R,IL6,IL2,IL1B,IKBKB,IFNB1,FOS,FGG,FGB,FGA,AGTR1,EGFR,CYBB,TLR7,MAPK14
Endometrial cancer                                           |hsa05213     |37         |1355      |54        |61686         |31.192865928659288 |8.96058e-49            |3.643969999999999e-48  |CDKN1A,CDH1,AKT3,CASP9,PIK3R3,AXIN2,TP53,BRAF,TCF7,SOS1,CCND1,BAX,BAK1,RAF1,PTEN,MAP2K1,MAPK1,PIK3R2,PIK3R1,PIK3CD,PIK3CA,NRAS,MYC,MLH1,KRAS,ILK,APC,HRAS,GSK3B,GRB2,FOXO3,AKT2,AKT1,ERBB2,EGFR,TCF7L1,LEF1
IL-17 signaling pathway                                      |hsa04657     |41         |1355      |73        |61686         |25.568680179952484 |1.4642899999999998e-48 |5.87643e-48            |CHUK,CEBPB,TRAF3IP2,CASP8,CASP3,FADD,FOSL1,TRAF6,TRAF5,TNFAIP3,TNF,MAP3K7,SRSF1,CCL20,RELA,PTGS2,MAPK9,MAPK7,MAPK4,MAPK1,NFKBIA,NFKB1,MMP13,MMP9,MMP3,MMP1,JUND,JUN,IL13,CXCL8,IL6,IL4,IL1B,IKBKB,IFNG,HSP90AA1,GSK3B,TAB3,FOS,ELAVL1,MAPK14
Prolactin signaling pathway                                  |hsa04917     |39         |1355      |64        |61686         |27.74162822878229  |2.94174e-48            |1.16523e-47            |AKT3,CCND2,SOCS6,SOCS3,SOCS2,SOCS1,TNFSF11,PIK3R3,STAT5B,STAT3,STAT1,SRC,SOS1,SHC1,CCND1,RELA,RAF1,MAP2K1,MAPK9,MAPK1,PIK3R2,PIK3R1,PIK3CD,PIK3CA,NRAS,NFKB1,KRAS,JAK2,HRAS,GSK3B,GRB2,FOS,FOXO3,AKT2,AKT1,ESR2,ESR1,MAPK14,SOCS7
Th17 cell differentiation                                    |hsa04659     |43         |1355      |86        |61686         |22.762361623616236 |6.89706e-48            |2.69693e-47            |CHUK,RUNX1,ZAP70,TGFBR2,TGFBR1,TGFB1,STAT5B,STAT3,STAT1,RXRA,RORC,RELA,RARA,MAPK9,MAPK1,PPP3CA,NFKBIB,NFKBIA,NFKB1,NFATC3,NFATC1,SMAD4,SMAD3,SMAD2,JUN,JAK3,JAK2,JAK1,IL6R,IL6,IL4,IL2,IL1B,IKBKB,IFNG,HSP90AA1,HIF1A,GATA3,MTOR,FOS,MAPK14,IL21R,TBX21
Insulin signaling pathway                                    |hsa04910     |45         |1355      |98        |61686         |20.904209654341443 |7.030419999999999e-48  |2.7142700000000003e-47 |PPARGC1A,AKT3,SOCS3,SOCS2,IRS2,SOCS1,PIK3R3,BRAF,SREBF1,SOS1,SLC2A4,SHC1,RPS6KB1,RAF1,MAP2K1,MAPK9,MAPK1,PRKAB1,PRKAA2,PRKAA1,PPP1CC,PKLR,PIK3R2,PIK3R1,PIK3CD,PIK3CA,NRAS,KRAS,IRS1,INSR,IKBKB,HRAS,HK2,GSK3B,GRB2,MTOR,FLOT2,FOXO1,FASN,AKT2,AKT1,EIF4EBP1,EIF4E,CRKL,CRK
NOD-like receptor signaling pathway                          |hsa04621     |48         |1355      |119       |61686         |18.362913578715617 |1.3227499999999997e-47 |5.042979999999999e-47  |CHUK,TXNIP,TAB1,NAMPT,DNM1L,MFN2,ATG5,ATG12,CASP8,FADD,TRAF6,TRAF5,TNFAIP3,TNF,TLR4,MAP3K7,STAT1,CCL5,BCL2,RELA,MAPK9,MAPK1,PRKCD,P2RX7,NFKBIB,NFKBIA,NFKB1,NAIP,MYD88,RHOA,JUN,JAK1,ITPR1,IL18,CXCL8,IL6,IL1B,IKBKB,IFNB1,XIAP,BIRC2,HSP90AA1,TAB3,NOD2,ERBIN,ATG16L1,CYBB,MAPK14
Longevity regulating pathway                                 |hsa04211     |40         |1355      |75        |61686         |24.279852398523982 |3.73403e-46            |1.40602e-45            |SIRT1,PPARGC1A,AKT3,RB1CC1,CREB5,ATG5,KL,IRS2,CAMK4,PIK3R3,TP53,STK11,SOD2,RPS6KB1,BAX,RELA,PRKAB1,PRKAA2,PRKAA1,PPARG,PIK3R2,PIK3R1,PIK3CD,PIK3CA,NRAS,NFKB1,KRAS,IRS1,INSR,IGF1R,IGF1,HRAS,MTOR,FOXO3,FOXO1,AKT2,AKT1,EIF4EBP1,EIF4E,CREB1
Growth hormone synthesis, secretion and action               |hsa04935     |43         |1355      |93        |61686         |21.049065587430068 |5.64635e-46            |2.10017e-45            |AKT3,CREB5,SOCS3,SOCS2,IRS2,SOCS1,PIK3R3,STAT5B,STAT3,STAT1,SOS1,SHC1,MAP2K4,RAF1,MAP2K6,MAP2K3,MAP2K1,MAPK9,MAPK1,PIK3R2,PIK3R1,PIK3CD,PIK3CA,NRAS,KRAS,JUNB,JAK2,ITPR1,IRS1,IGFBP3,IGF1,HRAS,GSK3B,GRB2,GNAI2,MTOR,FOS,AKT2,AKT1,MAPK14,CRKL,CRK,CREB1
Central carbon metabolism in cancer                          |hsa05230     |36         |1355      |57        |61686         |28.752456787725773 |1.7411300000000002e-45 |6.398129999999999e-45  |AKT3,PIK3R3,SLC7A5,TP53,SLC2A1,RET,RAF1,PTEN,MAP2K1,MAPK1,PKM,PIK3R2,PIK3R1,PIK3CD,PIK3CA,PDGFRB,PDGFRA,NTRK3,NRAS,MYC,MET,LDHA,KRAS,KIT,IDH1,HRAS,HK2,HIF1A,MTOR,FGFR3,FGFR1,AKT2,AKT1,ERBB2,EGFR,SIRT6
Cushing syndrome                                             |hsa04934     |46         |1355      |115       |61686         |18.20988929889299  |1.79946e-45            |6.53375e-45            |CDKN2C,CDKN2A,CDKN1B,CDKN1A,CDK6,CDK4,SCARB1,CREB5,CCNE1,CCNE2,AIP,CAMK2D,FZD7,FZD6,FZD4,FZD1,AXIN2,WNT7A,WNT2,WNT1,BRAF,TCF7,SP1,CCND1,RB1,RAP1B,MAP2K1,MAPK1,MEN1,LDLR,ITPR1,APC,GSK3B,GNAI2,FH,AGTR1,EGFR,TCF7L1,WNT10A,E2F3,E2F2,E2F1,DVL3,WNT4,LEF1,CREB1
Platinum drug resistance                                     |hsa01524     |35         |1355      |53        |61686         |30.063496484021446 |2.6248099999999995e-45 |9.41843e-45            |CDKN2A,CDKN1A,AKT3,CASP9,CASP8,CASP3,FADD,PIK3R3,TP53,BRCA1,BCL2,BAX,REV3L,BAK1,MAPK1,PIK3R2,PIK3R1,PIK3CD,PIK3CA,ATM,MSH3,MSH2,MLH1,MAP3K5,MDM2,FASLG,FAS,BIRC5,XIAP,BIRC2,APAF1,MSH6,AKT2,AKT1,ERBB2
Acute myeloid leukemia                                       |hsa05221     |37         |1355      |66        |61686         |25.521435759812142 |6.603719999999999e-44  |2.3420199999999997e-43 |CHUK,AKT3,CCNA2,RUNX1,PIK3R3,BRAF,TCF7,STAT5B,STAT3,SPI1,SOS1,RPS6KB1,CCND1,RELA,RARA,RAF1,MAP2K1,MAPK1,PIK3R2,PIK3R1,PIK3CD,PIK3CA,NRAS,NFKB1,MYC,KRAS,KIT,IKBKB,HRAS,GRB2,MTOR,AKT2,AKT1,EIF4EBP1,TCF7L1,CSF1R,LEF1
Insulin resistance                                           |hsa04931     |39         |1355      |77        |61686         |23.057976709637227 |7.59398e-44            |2.6622599999999996e-43 |PPARGC1A,AKT3,CREB5,SOCS3,IRS2,PIK3R3,TNF,STAT3,SREBF1,SLC2A4,SLC2A1,RPS6KB1,RELA,PTEN,MAPK9,PRKCE,PRKCD,PRKAB1,PRKAA2,PRKAA1,PPP1CC,PPARA,PIK3R2,PIK3R1,PIK3CD,PIK3CA,NFKBIA,NFKB1,IRS1,INSR,IL6,IKBKB,GSK3B,SLC27A1,MTOR,FOXO1,AKT2,AKT1,CREB1
AMPK signaling pathway                                       |hsa04152     |41         |1355      |89        |61686         |20.972063518387994 |8.18709e-44            |2.83757e-43            |SIRT1,CFTR,PPARGC1A,AKT3,CREB5,CCNA2,IRS2,PIK3R3,MAP3K7,STK11,SREBF1,SLC2A4,RPS6KB1,CCND1,PRKAB1,PRKAA2,PRKAA1,PPP2R5E,PPP2R2A,PPARG,PIK3R2,PIK3R1,PIK3CD,PIK3CA,IRS1,INSR,IGF1R,IGF1,HNF4A,HMGCR,MTOR,FOXO3,FOXO1,FASN,AKT2,AKT1,ELAVL1,EIF4EBP1,STRADB,CAB39,CREB1
Bladder cancer                                               |hsa05219     |30         |1355      |40        |61686         |34.14354243542435  |8.956739999999998e-42  |3.06944e-41            |CDKN2A,CDKN1A,CDK4,CDH1,VEGFA,TP53,THBS1,BRAF,SRC,CCND1,RB1,RAF1,MAP2K1,MAPK1,NRAS,MYC,MMP9,MMP2,MMP1,MDM2,KRAS,CXCL8,HRAS,FGFR3,ERBB2,EGFR,E2F3,E2F2,E2F1,DAPK3
NF-kappa B signaling pathway                                 |hsa04064     |40         |1355      |91        |61686         |20.010867361420864 |9.682239999999997e-42  |3.2811999999999996e-41 |DDX58,CHUK,MALT1,TAB1,CD40LG,CD40,BCL10,TNFSF11,ZAP70,VCAM1,UBE2I,TRAF6,TRAF5,TNFAIP3,TNF,TLR4,MAP3K7,CXCL12,CCL4,BCL2,RELA,PTGS2,ATM,NFKBIA,NFKB1,MYD88,IRAK1,CXCL8,IL1B,IKBKB,XIAP,ICAM1,BIRC2,TICAM2,TAB3,TIRAP,CYLD,PARP1,CSNK2A1,CARD10
Estrogen signaling pathway                                   |hsa04915     |39         |1355      |87        |61686         |20.40763455910421  |3.763829999999999e-41  |1.2615e-40             |AKT3,CREB5,NCOA1,PIK3R3,NCOA3,TFF1,SRC,SP1,SOS1,SHC1,BCL2,RARA,RAF1,MAP2K1,MAPK1,PRKCD,PIK3R2,PIK3R1,PIK3CD,PIK3CA,PGR,NRAS,MMP9,MMP2,KRAS,JUN,ITPR1,HSP90AA1,HRAS,GRB2,GNAI2,FOS,FKBP5,AKT2,AKT1,ESR2,ESR1,EGFR,CREB1
Sphingolipid signaling pathway                               |hsa04071     |37         |1355      |80        |61686         |21.05518450184502  |9.46516e-40            |3.1379100000000005e-39 |SPTLC1,AKT3,ROCK2,PIK3R3,TP53,TNF,BCL2,ROCK1,BAX,RELA,RAF1,RAC1,PTEN,MAP2K1,MAPK9,MAPK1,PRKCE,PPP2R5E,PPP2R2A,PIK3R2,PIK3R1,PIK3CD,PIK3CA,NRAS,NFKB1,ABCC1,MAP3K5,RHOA,KRAS,HRAS,GNAI2,FYN,SGMS1,AKT2,AKT1,MAPK14,CERS2
Metabolic pathways                                           |hsa01100     |81         |1355      |588       |61686         |6.271262896302432  |1.3545299999999999e-39 |4.44229e-39            |AMACR,SIRT1,SIRT2,SPTLC1,ST3GAL6,NAMPT,KL,PLOD3,MTMR3,RRM2,PTGS2,PTEN,PLOD2,PKM,PKLR,PIK3CG,PIK3CD,PIK3CA,PIK3C2B,PIK3C2A,PIGF,PDE4D,PDE4A,NT5E,NOS2,NOS1,ACLY,NDUFA4,MTHFR,COX2,MTAP,MIF,MAT2A,MAOA,ARG2,LDHA,PLA2G4B,INPP4A,IMPDH2,IMPDH1,IMPA1,IDH1,HMGCR,HK2,GPX2,KMT5A,ALPG,ALPL,SGMS1,FUT8,ALOX12,ALDH3A1,FH,FASN,ACSL4,ACSL1,EZH2,MECOM,PTGES2,GALNT14,DPYD,ELOVL6,DNMT3B,DNMT3A,DNMT1,MTMR14,DHFR,DGUOK,AKR1B10,DDC,CYP19A1,QRSL1,CYP2B6,GALNT7,SIRT6,SIRT7,PLCE1,CERS2,SETD2,MAT2B,INPP5J
Neutrophil extracellular trap formation                      |hsa04613     |39         |1355      |94        |61686         |18.887917091936878 |1.63857e-39            |5.31662e-39            |ATG7,PPIF,HDAC5,HDAC6,AKT3,HDAC4,HDAC9,PIK3R3,ACTG1,TLR4,TLR2,MAP3K7,SRC,ACTB,RELA,RAF1,RAC1,MAP2K1,MAPK1,PIK3R2,PIK3R1,PIK3CD,PIK3CA,NFKB1,ITGB3,HMGB1,HDAC2,HDAC1,GP1BA,MTOR,FGG,FGB,FGA,AKT2,AKT1,HDAC11,CYBB,TLR7,MAPK14
Apelin signaling pathway                                     |hsa04371     |40         |1355      |101       |61686         |18.029593365240583 |1.67153e-39            |5.36649e-39            |PPARGC1A,CDH1,HDAC5,AKT3,HDAC4,BECN1,CAMK4,TGFBR1,SLC9A1,SLC8A1,RPS6KB1,CCND1,RAF1,MAP2K1,MAPK1,PRKCE,PRKAB1,PRKAA2,PRKAA1,PLAT,PIK3CG,SERPINE1,NRAS,NOS2,NOS1,MEF2D,MEF2C,SMAD4,SMAD3,SMAD2,KRAS,ITPR1,HRAS,GNAI2,MTOR,AKT2,AKT1,AGTR1,JAG1,CCN2
p53 signaling pathway                                        |hsa04115     |33         |1355      |59        |61686         |25.46298079929952  |2.95939e-39            |9.40224e-39            |CHEK1,CDKN2A,CDKN1A,CDK6,CDK4,CCNE1,CCND3,CCND2,CCNE2,CASP9,CASP8,CASP3,TNFRSF10A,TNFRSF10B,PPM1D,TP53,THBS1,SIAH1,RRM2,BCL2,CCND1,BAX,PTEN,ATR,SERPINB5,SERPINE1,ATM,MDM4,MDM2,FAS,IGFBP3,IGF1,APAF1
Adherens junction                                            |hsa04520     |33         |1355      |60        |61686         |25.03859778597786  |6.439579999999998e-39  |2.0248099999999997e-38 |WASF3,CDH1,CDC42,WASF2,YES1,ACTG1,TGFBR2,TGFBR1,TCF7,MAP3K7,SRC,SNAI1,SNAI2,ACTB,RAC1,NECTIN1,MAPK1,MET,SMAD4,SMAD3,RHOA,INSR,IGF1R,FYN,FGFR1,SSX2IP,ERBB2,EGFR,TCF7L1,CTNND1,NLK,CSNK2A1,LEF1
Choline metabolism in cancer                                 |hsa05231     |34         |1355      |67        |61686         |23.102098364267224 |1.96737e-38            |6.122919999999999e-38  |WASF3,WASF2,AKT3,PIK3R3,SP1,SOS1,RPS6KB1,RAF1,RAC1,MAP2K1,MAPK9,MAPK1,PIK3R2,PIK3R1,PIK3CD,PIK3CA,PDGFRB,PDGFRA,PDGFB,PDGFA,NRAS,KRAS,PLA2G4B,JUN,HRAS,HIF1A,GRB2,MTOR,FOS,AKT2,AKT1,EIF4EBP1,EGFR,PDGFC
cAMP signaling pathway                                       |hsa04024     |45         |1355      |154       |61686         |13.302678870944554 |2.1026e-37             |6.47771e-37            |CFTR,AKT3,CREB5,ROCK2,CAMK2D,CAMK4,PIK3R3,TIAM1,BRAF,SOX9,SLC9A1,BDNF,ROCK1,RELA,RAP1B,RAF1,RAC1,PTCH1,MAP2K1,MAPK9,MAPK1,PPP1CC,PPARA,PIK3R2,PIK3R1,PIK3CD,PIK3CA,ATP2A2,PDE4D,PDE4A,PAK1,OXTR,NFKBIA,NFKB1,NFATC1,RHOA,JUN,GNAI2,GLI3,FOS,AKT2,AKT1,EDN1,PLCE1,CREB1
Amyotrophic lateral sclerosis                                |hsa05014     |42         |1355      |130       |61686         |14.707987510644337 |4.69825e-37            |1.4329700000000002e-36 |ATF6,ATG14,TUBB4B,HDAC6,RB1CC1,MATR3,ULK2,CASP9,CASP3,BECN1,XBP1,ACTG1,TP53,TNF,ACTB,BCL2,BAX,RAC1,RAB5A,PSMD9,MAP2K6,MAP2K3,PPP3CA,NOS2,NOS1,NDUFA4,COX2,MAP3K5,HSPA5,APAF1,ANG,GPX2,MTOR,HNRNPA3,ERN1,ERBB4,EIF2S1,DERL1,PINK1,DAXX,ATG2B,MAPK14
Parathyroid hormone synthesis, secretion and action          |hsa04928     |36         |1355      |85        |61686         |19.2810592576514   |5.6405499999999995e-37 |1.70334e-36            |MMP24,CDKN1A,MAFB,CREB5,KL,RUNX2,TNFSF11,GCM1,VDR,BRAF,SP1,RXRA,BCL2,RAF1,MAP2K1,MAPK1,PDE4D,PDE4A,NR4A2,MMP16,MMP15,MMP14,MMP13,MEF2D,MEF2C,LRP6,RHOA,JUND,ITPR1,GNAI2,GATA3,FOS,FGFR1,EGFR,SOST,CREB1
Oxytocin signaling pathway                                   |hsa04921     |38         |1355      |101       |61686         |17.128113696978552 |1.4032399999999999e-36 |4.1959599999999995e-36 |CDKN1A,ROCK2,CAMK2D,CAMK4,CACNB3,ACTG1,SRC,ACTB,CCND1,ROCK1,RGS2,RAF1,PTGS2,MAP2K1,MAPK7,MAPK1,PRKAB1,PRKAA2,PRKAA1,PPP3CA,PPP1CC,PIK3CG,OXTR,NRAS,NFATC3,NFATC1,MEF2C,RHOA,KRAS,PLA2G4B,JUN,ITPR1,HRAS,GNAI2,FOS,EGFR,RCAN1,CAMK1D
Th1 and Th2 cell differentiation                             |hsa04658     |33         |1355      |69        |61686         |21.77269372693727  |3.2080399999999997e-36 |9.499539999999999e-36  |CHUK,RUNX3,ZAP70,STAT5B,STAT1,RELA,MAPK9,MAPK1,PPP3CA,NOTCH2,NOTCH1,NFKBIB,NFKBIA,NFKB1,NFATC3,NFATC1,JUN,JAK3,JAK2,JAK1,IL13,IL12A,IL4,IL2,IKBKB,IFNG,GATA3,FOS,JAG1,DLL4,MAPK14,TBX21,DLL1
Necroptosis                                                  |hsa04217     |36         |1355      |90        |61686         |18.20988929889299  |7.05605e-36            |2.0693199999999997e-35 |FAF1,DNM1L,CASP8,TNFRSF10A,TNFRSF10B,FADD,TNFSF10,CAMK2D,TRAF5,TNFAIP3,TNF,TLR4,TLR3,STAT5B,STAT3,STAT1,BCL2,BAX,MAPK9,PLA2G4B,JAK3,JAK2,JAK1,FASLG,FAS,IL1B,IFNG,IFNB1,XIAP,BIRC2,HSP90AA1,HMGB1,TICAM2,CYLD,CYBB,PARP1
B cell receptor signaling pathway                            |hsa04662     |32         |1355      |65        |61686         |22.412171444791372 |1.08514e-35            |3.15208e-35            |CHUK,MALT1,AKT3,BCL10,IFITM1,PIK3R3,SOS1,RELA,RAF1,RAC1,MAP2K1,MAPK1,PPP3CA,PIK3R2,PIK3R1,PIK3CD,PIK3CA,NRAS,NFKBIB,NFKBIA,NFKB1,NFATC3,NFATC1,KRAS,JUN,IKBKB,HRAS,GSK3B,GRB2,FOS,AKT2,AKT1
Prion disease                                                |hsa05020     |37         |1355      |103       |61686         |16.353541360656326 |8.959879999999999e-35  |2.5780799999999997e-34 |TUBB4B,PPIF,CREB5,CAV1,CASP9,CASP3,PIK3R3,TNF,CCL5,BAX,RAC1,PSMD9,MAPK9,MAPK1,PRKCD,PPP3CA,PIK3R2,PIK3R1,PIK3CD,PIK3CA,NOTCH1,NDUFA4,NCAM1,COX2,LAMC1,ITPR1,IL6,IL1B,HSPA5,APAF1,GSK3B,FYN,EIF2S1,CYBB,CSNK2A1,MAPK14,CREB1
Leishmaniasis                                                |hsa05140     |30         |1355      |59        |61686         |23.148164362999562 |4.19138e-34            |1.1947399999999999e-33 |TAB1,TRAF6,TNF,TLR4,TLR2,TGFB3,TGFB2,TGFB1,MAP3K7,STAT1,RELA,PTGS2,MAPK1,NOS2,NFKBIB,NFKBIA,NFKB1,MYD88,JUN,JAK2,JAK1,ITGB1,IRAK1,IL12A,IL4,IL1B,IFNG,FOS,CYBB,MAPK14
Amoebiasis                                                   |hsa05146     |32         |1355      |73        |61686         |19.95604306727999  |1.2902799999999999e-33 |3.6438599999999994e-33 |CASP3,PIK3R3,TNF,TLR4,TLR2,TGFB3,TGFB2,TGFB1,RELA,RAB5B,RAB5A,PIK3R2,PIK3R1,PIK3CD,PIK3CA,SERPINB9,NOS2,NFKB1,ARG2,LAMC2,LAMC1,IL12A,CXCL8,IL6,IL1B,IFNG,FN1,COL4A2,COL4A1,COL3A1,COL1A2,COL1A1
