description                                                  |annotation_id|genes_found|input_size|term_genes|genes_universe|relative_enrichment|pval                   |pval_adj               |genes
Cytokine-cytokine receptor interaction                       |hsa04060     |60         |1493      |159       |61686         |15.591249731451175 |1.27906e-54            |6.629810000000001e-54  |CXCR6,CCL26,ACVR2B,ACVR2A,ACVR1B,ACVR1,IL32,TNFRSF10A,TNFRSF10B,TNFSF10,TNFSF11,GDF5,CXCR4,TNF,TGFBR2,TGFBR1,TGFB3,TGFB2,TGFB1,BMPR2,BMPR1B,BMP7,BMP6,BMP2,CXCL12,CX3CL1,CCL22,CCL20,CCL7,CCL5,CCL2,MPL,FASLG,CXCL10,INHBB,IL13RA1,IL13,IL12B,IL12A,IL11,IL10RA,CXCR2,CXCL8,IL7,IL6R,IL6,IL4,IL2,IL1B,IL1A,IFNGR1,IFNG,IFNB1,IL34,ACVR1C,IL17RB,CSF1R,IL21R,CCR7,CCR1
Thyroid hormone signaling pathway                            |hsa04919     |48         |1493      |87        |61686         |22.795482365983784 |4.25577e-54            |2.1697499999999995e-53 |AKT3,CASP9,KAT2B,NCOA1,NCOA3,TP53,THRB,STAT1,SRC,SLC16A2,SLC9A1,SLC2A1,RXRA,CCND1,RHEB,RAF1,MAP2K1,MAPK1,PRKCA,PRKACB,PIK3R2,PIK3R1,PIK3CD,PIK3CB,ATP2A2,ATP1B1,NRAS,NOTCH4,NOTCH2,NOTCH1,MYC,MDM2,KRAS,ITGB3,ITGAV,HRAS,HIF1A,HDAC1,GSK3B,MTOR,FOXO1,AKT2,AKT1,ESR1,RCAN1,CTNNB1,WNT4,PLCE1
Non-alcoholic fatty liver disease                            |hsa04932     |45         |1493      |73        |61686         |25.469267540760995 |6.252090000000001e-54  |3.13613e-53            |CDC42,NR1H3,BCL2L11,AKT3,SOCS3,CASP8,CASP7,CASP3,XBP1,UQCRFS1,TNF,TGFB1,SREBF1,RXRA,BAX,RELA,RAC1,MAPK9,PRKAB1,PRKAA2,PRKAA1,PPARA,PIK3R2,PIK3R1,PIK3CD,PIK3CB,NFKB1,CYTB,COX2,MAP3K5,JUN,FASLG,IRS1,CXCL8,IL6R,IL6,IL1B,IL1A,IKBKB,GSK3B,FOS,AKT2,AKT1,EIF2S1,ITCH
TGF-beta signaling pathway                                   |hsa04350     |44         |1493      |70        |61686         |25.97056740981724  |2.53983e-53            |1.25379e-52            |BAMBI,CDKN2B,ACVR2B,ACVR2A,ACVR1B,ACVR1,ZFYVE9,GDF5,TNF,THBS1,TGIF1,TGFBR2,TGFBR1,TGFB3,TGFB2,TGFB1,BMPR2,BMPR1B,BMP7,BMP6,SP1,BMP2,RPS6KB1,ROCK1,RBL1,MAPK1,MYC,SMAD7,SMAD5,SMAD4,SMAD3,SMAD2,SMAD1,RHOA,INHBB,IFNG,ID2,FMOD,ACVR1C,FBN1,E2F5,TGIF2,SMURF1,GREM1
HIF-1 signaling pathway                                      |hsa04066     |47         |1493      |88        |61686         |22.066933568775497 |4.4592699999999995e-52 |2.16693e-51            |CDKN1B,CDKN1A,AKT3,CAMK2D,VHL,VEGFA,TLR4,TFRC,STAT3,SLC2A1,RPS6KB1,BCL2,RELA,MAP2K1,MAPK1,PRKCA,PIK3R2,PIK3R1,PIK3CD,PIK3CB,SERPINE1,NOS3,NOS2,NFKB1,ARNT,LDHB,LDHA,IL6R,IL6,IGF1R,IGF1,IFNGR1,IFNG,HMOX1,HK2,HIF1A,GAPDH,MTOR,AKT2,AKT1,EGLN3,ERBB2,EIF4E,EGFR,EDN1,CYBB,EGLN1
Cushing syndrome                                             |hsa04934     |52         |1493      |117       |61686         |18.36302746148694  |5.0243199999999984e-52 |2.4039399999999998e-51 |ADCY1,CDKN2C,CDKN2B,CDKN2A,CDKN1B,CDKN1A,CDK6,CDK4,CDK2,SCARB1,CREB5,CCNE1,CCNE2,AIP,CAMK2D,FZD7,FZD6,FZD4,AXIN2,CACNA1C,FZD5,WNT10B,WNT7A,WNT1,BRAF,TCF7,SP1,CCND1,RB1,RAP1B,MAP2K1,MAPK1,PRKACB,MEN1,ARNT,LDLR,APC,GSK3B,WNT3A,AGTR1,EGFR,TCF7L1,WNT10A,E2F3,E2F2,E2F1,DVL2,DVL1,CTNNB1,WNT4,LEF1,CREB1
IL-17 signaling pathway                                      |hsa04657     |44         |1493      |74        |61686         |24.566752955232523 |9.7165e-52             |4.57853e-51            |CHUK,TAB2,CEBPB,TRAF3IP2,IKBKE,CASP8,CASP3,FADD,TRADD,FOSL1,TRAF6,TNFAIP3,TNF,SRSF1,CCL20,CCL7,CCL2,S100A8,RELA,PTGS2,MAPK13,MAPK9,MAPK7,MAPK1,NFKB1,MMP13,MMP9,MMP3,JUN,CXCL10,IL13,CXCL8,IL6,IL4,IL1B,IKBKB,IFNG,GSK3B,TAB3,FOS,ELAVL1,IL17RB,MAPK14,TBK1
T cell receptor signaling pathway                            |hsa04660     |47         |1493      |92        |61686         |21.10750167448091  |7.620159999999999e-51  |3.5371199999999996e-50 |CHUK,MALT1,CDK4,CDC42,PAK4,RASGRP1,AKT3,MAP3K14,BCL10,ZAP70,VAV2,TNF,RELA,RAF1,MAP2K1,MAPK13,MAPK9,MAPK1,PIK3R2,PIK3R1,PIK3CD,PIK3CB,PAK2,PAK1,NRAS,NFKBIB,NFKB1,NFATC3,NFATC1,RHOA,KRAS,JUN,IL4,IL2,IKBKB,IFNG,HRAS,GSK3B,GRB2,FYN,FOS,AKT2,AKT1,CARD11,PAK5,MAPK14,MAP3K8
Relaxin signaling pathway                                    |hsa04926     |47         |1493      |94        |61686         |20.658405894172805 |2.9412299999999995e-50 |1.3451799999999998e-49 |ADCY1,AKT3,CREB5,VEGFC,VEGFA,TGFBR2,TGFBR1,TGFB1,SRC,SHC1,MAP2K4,RELA,RAF1,MAP2K1,MAPK13,MAPK9,MAPK1,PRKCA,PRKACB,PIK3R2,PIK3R1,PIK3CD,PIK3CB,NRAS,NOS3,NOS2,NFKB1,MMP13,MMP9,MMP2,SMAD2,KRAS,JUN,HRAS,GRB2,FOS,AKT2,AKT1,EGFR,EDN1,MAPK14,CREB1,COL4A2,COL4A1,COL3A1,COL1A2,COL1A1
Apoptosis                                                    |hsa04210     |49         |1493      |106       |61686         |19.099280921027688 |3.6693499999999994e-50 |1.6538699999999995e-49 |CHUK,BCL2L11,AKT3,MAP3K14,CASP9,CASP8,CASP7,CASP3,TNFRSF10A,TNFRSF10B,FADD,TNFSF10,TRADD,TP53,TNF,BCL2L1,BCL2,BAX,RELA,RAF1,PTPN13,MAP2K1,MAPK9,MAPK1,PIK3R2,PIK3R1,PIK3CD,PIK3CB,ATM,NRAS,NFKB1,MAP3K5,MCL1,KRAS,JUN,FASLG,IKBKB,BIRC5,XIAP,HRAS,APAF1,FOS,AKT2,AKT1,LMNB2,EIF2S1,DAXX,PARP1,BBC3
C-type lectin receptor signaling pathway                     |hsa04625     |46         |1493      |89        |61686         |21.354756654650544 |4.1989899999999996e-50 |1.86555e-49            |CHUK,RRAS2,MALT1,AKT3,IKBKE,MAP3K14,BCL10,CASP8,KSR1,TNF,STAT1,SRC,CCL22,RELA,RAF1,PTGS2,MAPK13,MAPK9,MAPK1,PRKCD,PIK3R2,PIK3R1,PIK3CD,PIK3CB,PAK1,NRAS,NFKB2,NFKB1,NFATC3,NFATC1,MDM2,RHOA,KRAS,JUN,IL12B,IL12A,IL6,IL2,IL1B,IKBKB,HRAS,AKT2,AKT1,EGR2,CYLD,MAPK14
Renal cell carcinoma                                         |hsa05211     |41         |1493      |65        |61686         |26.061373589571847 |7.254209999999999e-50  |3.1775499999999995e-49 |CDKN1A,CDC42,PAK4,AKT3,VHL,VEGFA,TGFB3,TGFB2,TGFB1,BRAF,SLC2A1,RAP1B,RAF1,RAC1,MAP2K1,MAPK1,PIK3R2,PIK3R1,PIK3CD,PIK3CB,PDGFB,PAK2,PAK1,NRAS,MET,ARNT,KRAS,JUN,HRAS,HIF1A,HGF,GRB2,AKT2,AKT1,EGLN3,ETS1,EPAS1,PAK5,EGLN1,CRKL,CRK
Glioma                                                       |hsa05214     |40         |1493      |62        |61686         |26.656007605384264 |2.7842599999999997e-49 |1.20264e-48            |CDKN2A,CDKN1A,CDK6,CDK4,AKT3,CAMK2D,CAMK4,TP53,BRAF,SHC1,CCND1,BAX,RB1,RAF1,PTEN,MAP2K1,MAPK1,PRKCA,PIK3R2,PIK3R1,PIK3CD,PIK3CB,PDGFRB,PDGFRA,PDGFB,PDGFA,NRAS,MDM2,KRAS,IGF1R,IGF1,HRAS,GRB2,MTOR,AKT2,AKT1,EGFR,E2F3,E2F2,E2F1
Coronavirus disease - COVID-19                               |hsa05171     |50         |1493      |116       |61686         |17.808970598424835 |3.0752399999999992e-49 |1.3101399999999998e-48 |CHUK,TAB2,IKBKE,NRP1,TRAF6,TNF,TLR4,TLR3,TLR2,ADAM17,STAT3,STAT1,CCL2,RPS7,RELA,MAPK13,MAPK9,MAPK1,PRKCA,PIK3R2,PIK3R1,PIK3CD,PIK3CB,NFKBIB,NFKB1,MYD88,MMP3,JUN,JAK1,IRAK1,CXCL10,IL12B,IL12A,CXCL8,IL6R,IL6,IL2,IL1B,IKBKB,IFNB1,FOS,FGG,FGB,FGA,AGTR1,EGFR,CYBB,MAPK14,IRAK4,TBK1
Axon guidance                                                |hsa04360     |46         |1493      |96        |61686         |19.797638981915604 |4.258099999999999e-48  |1.7895499999999996e-47 |CDC42,PAK4,ROCK2,NRP1,CAMK2D,SEMA7A,CXCR4,TRPC6,BMPR2,BMPR1B,BMP7,SRC,CXCL12,ROCK1,RGS3,RASA1,RAF1,RAC1,PTCH1,MAPK1,PRKCA,PIK3R2,PIK3R1,PIK3CD,PIK3CB,PAK2,PAK1,NRAS,NFATC3,MET,RHOA,LIMK1,L1CAM,KRAS,ITGB1,HRAS,GSK3B,FYN,ABL1,EPHB2,EPHA5,DPYSL2,SEMA6A,PAK5,SEMA4C,WNT4
Non-small cell lung cancer                                   |hsa05223     |40         |1493      |65        |61686         |25.425730331289607 |4.9311999999999986e-48 |2.0448e-47             |CDKN2A,CDKN1A,CDK6,CDK4,AKT3,CASP9,TP53,BRAF,STAT5B,STAT5A,STAT3,RXRA,CCND1,BAX,RET,RB1,RARB,RAF1,MAP2K1,MAPK1,PRKCA,PIK3R2,PIK3R1,PIK3CD,PIK3CB,NRAS,MET,KRAS,HRAS,HGF,GRB2,FOXO3,FHIT,AKT2,AKT1,ERBB2,EGFR,E2F3,E2F2,E2F1
ErbB signaling pathway                                       |hsa04012     |42         |1493      |77        |61686         |22.53644279364306  |3.32941e-47            |1.3624299999999999e-46 |CDKN1B,CDKN1A,PAK4,AKT3,CAMK2D,BRAF,STAT5B,STAT5A,SRC,SHC1,MAP2K4,RPS6KB1,RAF1,MAP2K1,MAPK9,MAPK1,PRKCA,PIK3R2,PIK3R1,PIK3CD,PIK3CB,PAK2,PAK1,NRAS,MYC,KRAS,JUN,HRAS,GSK3B,GRB2,ABL2,MTOR,ABL1,AKT2,AKT1,ERBB4,ERBB3,ERBB2,EGFR,PAK5,CRKL,CRK
NOD-like receptor signaling pathway                          |hsa04621     |49         |1493      |119       |61686         |17.01280485402466  |4.463389999999999e-47  |1.80274e-46            |TXN2,GABARAPL1,CHUK,TAB2,NAMPT,DNM1L,MFN2,IKBKE,ATG5,ATG12,CASP8,FADD,TRAF6,TNFAIP3,TNF,TLR4,STAT1,CCL5,CCL2,BCL2L1,BCL2,RELA,MAPK13,MAPK9,MAPK1,PKN2,PRKCD,P2RX7,NFKBIB,NFKB1,NAIP,MYD88,RHOA,JUN,JAK1,CXCL8,IL6,IL1B,IKBKB,IFNB1,XIAP,TAB3,TICAM1,ERBIN,ATG16L1,CYBB,MAPK14,IRAK4,TBK1
p53 signaling pathway                                        |hsa04115     |37         |1493      |59        |61686         |25.910542985911658 |5.53235e-45            |2.20585e-44            |CHEK1,CDKN2A,CDKN1A,CDK6,CDK4,CDK2,CDK1,CCNG2,CCNG1,CCNE1,CCND3,CCND2,CCNB1,CCNE2,CASP9,CASP8,CASP3,TNFRSF10A,TNFRSF10B,PPM1D,TP53,THBS1,RRM2,BCL2L1,BCL2,CCND1,BAX,PTEN,ATR,SERPINB5,SERPINE1,ATM,MDM4,MDM2,IGF1,APAF1,BBC3
Prolactin signaling pathway                                  |hsa04917     |38         |1493      |64        |61686         |24.53185699933021  |7.98876e-45            |3.14494e-44            |AKT3,SOCS5,CCND2,SOCS6,SOCS3,SOCS1,TNFSF11,STAT5B,STAT5A,STAT3,STAT1,SRC,SHC1,CCND1,RELA,RAF1,MAP2K1,MAPK13,MAPK9,MAPK1,PIK3R2,PIK3R1,PIK3CD,PIK3CB,NRAS,NFKB1,KRAS,JAK2,HRAS,GSK3B,GRB2,FOS,FOXO3,AKT2,AKT1,ESR2,ESR1,MAPK14
Th17 cell differentiation                                    |hsa04659     |42         |1493      |85        |61686         |20.415365824829596 |9.17318e-45            |3.5660699999999996e-44 |CHUK,RUNX1,ZAP70,TGFBR2,TGFBR1,TGFB1,STAT6,STAT5B,STAT5A,STAT3,STAT1,RXRA,RELA,RARA,MAPK13,MAPK9,MAPK1,NFKBIB,NFKB1,NFATC3,NFATC1,SMAD4,SMAD3,SMAD2,JUN,JAK2,JAK1,IL6R,IL6,IL4,IL2,IL1B,IKBKB,IFNGR1,IFNG,HIF1A,GATA3,MTOR,FOS,MAPK14,IL21R,TBX21
Growth hormone synthesis, secretion and action               |hsa04935     |43         |1493      |93        |61686         |19.10347211719206  |3.4808599999999994e-44 |1.3364799999999998e-43 |ADCY1,AKT3,CREB5,BCAR1,SOCS3,SOCS1,CACNA1C,STAT5B,STAT5A,STAT3,STAT1,SHC1,MAP2K4,RAF1,MAP2K6,MAP2K3,MAP2K1,MAPK13,MAPK9,MAPK1,PRKCA,PRKACB,PIK3R2,PIK3R1,PIK3CD,PIK3CB,NRAS,MAP3K1,KRAS,JAK2,IRS1,IGF1,HRAS,GSK3B,GRB2,MTOR,FOS,AKT2,AKT1,MAPK14,CRKL,CRK,CREB1
Longevity regulating pathway                                 |hsa04211     |40         |1493      |76        |61686         |21.745690414918744 |3.63929e-44            |1.38027e-43            |SIRT1,ADCY1,CAMKK2,AKT3,RB1CC1,CREB5,ATG5,CAMK4,TSC1,TP53,STK11,SOD2,RPS6KB1,RHEB,BAX,RELA,PRKACB,PRKAB1,PRKAA2,PRKAA1,PPARG,PIK3R2,PIK3R1,PIK3CD,PIK3CB,NRAS,NFKB1,KRAS,IRS1,IGF1R,IGF1,HRAS,MTOR,FOXO3,FOXO1,AKT2,AKT1,EIF4E,RPTOR,CREB1
Central carbon metabolism in cancer                          |hsa05230     |36         |1493      |59        |61686         |25.210258040346478 |3.67934e-43            |1.37864e-42            |AKT3,TP53,SLC2A1,RET,RAF1,PTEN,MAP2K1,MAPK1,PKM,PIK3R2,PIK3R1,PIK3CD,PIK3CB,PDGFRB,PDGFRA,NTRK3,NRAS,MYC,MET,LDHB,LDHA,KRAS,KIT,IDH1,HRAS,HK2,HIF1A,MTOR,FGFR3,FGFR1,AKT2,AKT1,ERBB2,EGFR,SIRT6,GLS2
Insulin signaling pathway                                    |hsa04910     |43         |1493      |99        |61686         |17.945685928271324 |1.04481e-42            |3.8682800000000004e-42 |AKT3,SOCS3,SOCS1,TSC1,BRAF,SREBF1,SLC2A4,SHC1,RPS6KB1,RHEB,RAF1,PTPRF,MAP2K1,MAPK9,MAPK1,PRKAR1A,PRKACB,PRKAB1,PRKAA2,PRKAA1,PPP1CC,PIK3R2,PIK3R1,PIK3CD,PIK3CB,NRAS,KRAS,IRS1,IKBKB,HRAS,HK2,GSK3B,GRB2,MTOR,FLOT2,FOXO1,FASN,AKT2,AKT1,EIF4E,RPTOR,CRKL,CRK
Bladder cancer                                               |hsa05219     |31         |1493      |41        |61686         |31.239540620456438 |5.1984e-42             |1.902e-41              |CDKN2A,CDKN1A,CDK4,CDH1,RPS6KA5,VEGFA,TP53,THBS1,BRAF,SRC,CCND1,RB1,RAF1,MAP2K1,MAPK1,NRAS,MYC,MMP9,MMP2,MDM2,KRAS,CXCL8,HRAS,FGFR3,ERBB2,EGFR,E2F3,E2F2,E2F1,DAPK3,DAPK1
Endometrial cancer                                           |hsa05213     |34         |1493      |53        |61686         |26.505124543466994 |5.95633e-42            |2.1539699999999996e-41 |CDKN1A,CDH1,AKT3,CASP9,AXIN2,TP53,BRAF,TCF7,CCND1,BAX,RAF1,PTEN,MAP2K1,MAPK1,PIK3R2,PIK3R1,PIK3CD,PIK3CB,NRAS,MYC,MLH1,KRAS,APC,HRAS,GSK3B,GRB2,FOXO3,AKT2,AKT1,ERBB2,EGFR,TCF7L1,CTNNB1,LEF1
Metabolic pathways                                           |hsa01100     |87         |1493      |586       |61686         |6.134065913969399  |8.2125e-42             |2.93573e-41            |AMACR,SIRT1,SIRT2,INPP5F,ADCY1,AGPAT2,ST3GAL6,NAMPT,CD38,PRDX6,SLC33A1,PLOD3,CDS2,GALNT4,CA2,UQCRFS1,RRM2,PTGS2,PTEN,PLOD2,ATP5F1B,PKM,PIK3CG,PIK3CD,PIK3CB,PIK3C2A,NT5E,NOS3,NOS2,ACLY,MTHFR,MTHFD1,CYTB,COX2,MTAP,MIF,MAT2A,MAOA,ARG2,ACAT1,LDHB,LDHA,INPP5D,IMPDH2,IMPDH1,IMPA1,IDH1,NDST1,HMOX1,HMGCR,HK2,HAL,GPX2,GATM,GAPDH,SGMS1,FUT8,ALOX12,FHIT,FASN,ACSL4,ACSL1,EZH2,CYP2U1,MECOM,CBR4,DPYD,DNMT3B,DNMT3A,DNMT1,DHFR,DGUOK,CYP19A1,CYP11B2,CYP3A4,CYP2C9,CYP2C8,CYP2B6,NSD3,GALNT7,SIRT6,SIRT7,PLCE1,CERS2,SETD2,MAT2B,GLS2
Apelin signaling pathway                                     |hsa04371     |43         |1493      |104       |61686         |17.082912566335203 |1.43775e-41            |5.08113e-41            |GABARAPL1,RRAS2,ADCY1,CDH1,AKT3,HDAC4,BECN1,CAMK4,TGFBR1,TFAM,SLC9A1,SLC8A1,RPS6KB1,CCND1,RAF1,MAP2K1,MAPK1,PRKACB,PRKAB1,PRKAA2,PRKAA1,PLAT,PIK3CG,SERPINE1,NRAS,NOS3,NOS2,MYLK,MEF2D,MEF2C,MEF2A,SMAD4,SMAD3,SMAD2,KRAS,HRAS,MTOR,AKT2,AKT1,AGTR1,EGR1,JAG1,CCN2
Calcium signaling pathway                                    |hsa04020     |50         |1493      |160       |61686         |12.911503683858006 |5.26899e-41            |1.84119e-40            |ADCY1,PPIF,CD38,CCKBR,CAMK2D,CAMK4,CACNA1C,CXCR4,VEGFC,VEGFA,STIM1,SLC8A1,RET,PRKCA,PRKACB,ATP2A2,PDGFRB,PDGFRA,PDGFB,PDGFA,P2RX7,OXTR,NTRK3,NTRK2,NOS3,NOS2,MYLK,MST1,MET,KDR,HTR2C,HRH1,HGF,GDNF,FGFR3,FGFR1,FGF9,FGF7,FGF2,PTK2B,ERBB4,ERBB3,ERBB2,AGTR1,EGFR,EDNRA,PDGFC,PLCE1,ADORA2B,ADORA2A
Acute myeloid leukemia                                       |hsa05221     |36         |1493      |65        |61686         |22.88315729816065  |5.56438e-41            |1.9228e-40             |CHUK,AKT3,CCNA2,RUNX1,BRAF,TCF7,STAT5B,STAT5A,STAT3,SPI1,RPS6KB1,CCND1,RELA,RARA,RAF1,MAP2K1,MAPK1,PIK3R2,PIK3R1,PIK3CD,PIM1,PIK3CB,NRAS,NFKB1,MYC,KRAS,KIT,IKBKB,HRAS,GRB2,MTOR,AKT2,AKT1,TCF7L1,CSF1R,LEF1
cAMP signaling pathway                                       |hsa04024     |49         |1493      |154       |61686         |13.146258296291785 |1.21495e-40            |4.15218e-40            |RRAS2,CFTR,ADCY1,AKT3,CREB5,ROCK2,CAMK2D,CAMK4,CACNA1C,VAV2,TIAM1,BRAF,SOX9,SLC9A1,BDNF,ROCK1,RELA,RAP1B,RAF1,RAC1,PTCH1,MAP2K1,MAPK9,MAPK1,PRKACB,PPP1CC,PPARA,PIK3R2,PIK3R1,PIK3CD,PIK3CB,ATP2A2,ATP1B1,PAK1,OXTR,NFKB1,NFATC1,RHOA,JUN,GLI3,FOS,AKT2,AKT1,EDNRA,EDN1,DRD2,PLCE1,ADORA2A,CREB1
Sphingolipid signaling pathway                               |hsa04071     |38         |1493      |79        |61686         |19.873909467811814 |4.78996e-40            |1.61921e-39            |AKT3,GAB2,ROCK2,TRADD,TP53,TNF,BCL2,ROCK1,BAX,RELA,RAF1,RAC1,PTEN,MAP2K1,MAPK13,MAPK9,MAPK1,PRKCA,PPP2R2A,PIK3R2,PIK3R1,PIK3CD,PIK3CB,NRAS,NOS3,NFKB1,ABCC1,MAP3K5,RHOA,KRAS,HRAS,FYN,SGMS1,AKT2,AKT1,S1PR1,MAPK14,CERS2
Th1 and Th2 cell differentiation                             |hsa04658     |36         |1493      |69        |61686         |21.556597454789017 |1.07112e-39            |3.5819e-39             |CHUK,RUNX3,ZAP70,STAT6,STAT5B,STAT5A,STAT4,STAT1,RELA,MAPK13,MAPK9,MAPK1,NOTCH2,NOTCH1,NFKBIB,NFKB1,NFATC3,NFATC1,JUN,JAK2,JAK1,IL13,IL12B,IL12A,IL4,IL2,IKBKB,IFNGR1,IFNG,GATA3,FOS,JAG1,DLL4,MAPK14,TBX21,DLL1
Tight junction                                               |hsa04530     |39         |1493      |87        |61686         |18.521329422361827 |1.56381e-39            |5.17389e-39            |NEDD4L,CFTR,CDK4,CDC42,ACTR2,ARPC3,ARPC5,RAPGEF2,ROCK2,CLDN1,CLDN2,RUNX1,CLDN10,YBX3,TJP1,TIAM1,STK11,SRC,CCND1,ROCK1,RAC1,MAPK9,PRKACB,PRKAB1,PRKAA2,PRKAA1,PPP2R2A,PCNA,NF2,MYH9,MAP3K5,MAP3K1,RHOA,JUN,ITGB1,HSPA4,AMOT,ERBB2,PALS1
Prion disease                                                |hsa05020     |42         |1493      |107       |61686         |16.217813972995472 |1.75365e-39            |5.74091e-39            |TUBB4B,PPIF,CREB5,CAV1,CASP9,CASP3,CACNA1C,UQCRFS1,TNF,CCL5,BAX,RAC1,PSMD9,MAPK13,MAPK9,MAPK1,PRKCD,PRKACB,ATP5F1B,PIK3R2,PIK3R1,PIK3CD,PIK3CB,NOTCH1,NCAM1,CYTB,COX2,LAMC1,IL6,IL1B,IL1A,HSPA5,HSPA1B,APAF1,GSK3B,FYN,EIF2S1,EGR1,CYBB,CSNK2A1,MAPK14,CREB1
Necroptosis                                                  |hsa04217     |39         |1493      |88        |61686         |18.310859769834988 |2.7438899999999998e-39 |8.88907e-39            |CHMP2B,FAF1,DNM1L,CASP8,TNFRSF10A,TNFRSF10B,FADD,TNFSF10,TRADD,CAMK2D,TNFAIP3,TNF,TLR4,TLR3,STAT6,STAT5B,STAT5A,STAT4,STAT3,STAT1,BCL2,BAX,MAPK9,JAK2,JAK1,FASLG,IL1B,IL1A,IFNGR1,IFNG,IFNB1,XIAP,HMGB1,H2AX,TICAM2,TICAM1,CYLD,CYBB,PARP1
Leishmaniasis                                                |hsa05140     |34         |1493      |60        |61686         |23.412860013395846 |2.9717099999999996e-39 |9.527859999999999e-39  |TAB2,TRAF6,TNF,TLR4,TLR2,TGFB3,TGFB2,TGFB1,STAT1,RELA,PTGS2,MAPK13,MAPK1,NOS2,NFKBIB,NFKB1,MYD88,JUN,JAK2,JAK1,ITGB1,IRAK1,IL12B,IL12A,IL4,IL1B,IL1A,IFNGR1,IFNG,FOS,MARCKSL1,CYBB,MAPK14,IRAK4
AMPK signaling pathway                                       |hsa04152     |39         |1493      |89        |61686         |18.105119772421112 |4.771809999999999e-39  |1.49902e-38            |SIRT1,CFTR,CAMKK2,AKT3,CREB5,CCNA2,TSC1,STK11,SREBF1,SLC2A4,RPS6KB1,CCND1,RHEB,PRKAB1,PRKAA2,PRKAA1,PPP2R2A,PPARG,PIK3R2,PIK3R1,PIK3CD,PIK3CB,IRS1,IGF1R,IGF1,HNF4A,HMGCR,MTOR,FOXO3,FOXO1,FASN,AKT2,AKT1,ELAVL1,RPTOR,STRADB,CAB39,RAB14,CREB1
NF-kappa B signaling pathway                                 |hsa04064     |39         |1493      |89        |61686         |18.105119772421112 |4.771809999999999e-39  |1.49902e-38            |CHUK,TAB2,MALT1,MAP3K14,BCL10,TRADD,TNFSF11,ZAP70,UBE2I,TRAF6,TNFAIP3,TNF,BTK,TLR4,CXCL12,BCL2L1,BCL2,RELA,PTGS2,PLAU,ATM,NFKB2,NFKB1,MYD88,IRAK1,CXCL8,IL1B,IKBKB,XIAP,ICAM1,TICAM2,TAB3,TICAM1,CARD11,CYLD,PARP1,CSNK2A1,IRAK4,CARD10
Insulin resistance                                           |hsa04931     |37         |1493      |78        |61686         |19.599000463702406 |9.755939999999998e-39  |3.0341e-38             |NR1H3,AKT3,CREB5,SOCS3,TNF,STAT3,SREBF1,SLC2A4,SLC2A1,RPS6KB1,RPS6KA3,RELA,PTPRF,PTEN,MAPK9,PRKCD,PRKAB1,PRKAA2,PRKAA1,PPP1CC,PPARA,PIK3R2,PIK3R1,PIK3CD,PIK3CB,NOS3,NFKB1,IRS1,IL6,IKBKB,GSK3B,MTOR,FOXO1,AKT2,AKT1,TRIB3,CREB1
Platinum drug resistance                                     |hsa01524     |32         |1493      |52        |61686         |25.425730331289607 |1.0979299999999998e-38 |3.3807499999999994e-38 |CDKN2A,CDKN1A,AKT3,CASP9,CASP8,CASP3,FADD,TP53,BRCA1,BCL2L1,BCL2,BAX,REV3L,MAPK1,PIK3R2,PIK3R1,PIK3CD,PIK3CB,ATM,MSH2,MLH1,MAP3K5,MDM2,FASLG,BIRC5,XIAP,APAF1,MSH6,AKT2,AKT1,ERBB2,BBC3
Oxytocin signaling pathway                                   |hsa04921     |40         |1493      |98        |61686         |16.86400481156964  |1.72598e-38            |5.262549999999999e-38  |ADCY1,CDKN1A,CAMKK2,CD38,ROCK2,CAMK2D,CAMK4,CACNB3,CACNA1C,SRC,CCND1,ROCK1,RGS2,RAF1,PTGS2,MAP2K1,MAPK7,MAPK1,PRKCA,PRKACB,PRKAB1,PRKAA2,PRKAA1,PPP1CC,PIK3CG,OXTR,NRAS,NOS3,NFATC3,NFATC1,MYLK,MEF2C,RHOA,KRAS,KCNJ2,JUN,HRAS,FOS,EGFR,RCAN1
Progesterone-mediated oocyte maturation                      |hsa04914     |35         |1493      |68        |61686         |21.26600606753083  |2.3632599999999997e-38 |7.135679999999999e-38  |CPEB3,ADCY1,CDK2,CDC27,CDC25C,CDC25B,CDC25A,CDK1,AKT3,CCNB1,CCNA2,BRAF,RPS6KA3,RAF1,MAP2K1,MAPK13,MAPK9,MAPK1,PRKACB,PLK1,PIK3R2,PIK3R1,PIK3CD,PIK3CB,PGR,MAD2L1,KRAS,IGF1R,IGF1,CPEB2,AKT2,AKT1,CPEB4,CPEB1,MAPK14
Estrogen signaling pathway                                   |hsa04915     |37         |1493      |84        |61686         |18.199071859152237 |3.2120699999999996e-37 |9.605309999999999e-37  |ADCY1,AKT3,CREB5,NCOA1,NCOA3,SRC,SP1,SHC1,BCL2,RARA,RAF1,MAP2K1,MAPK1,PRKCD,PRKACB,PIK3R2,PIK3R1,PIK3CD,PIK3CB,PGR,OPRM1,NRAS,NOS3,MMP9,MMP2,KRAS,JUN,HSPA1B,HRAS,GRB2,FOS,AKT2,AKT1,ESR2,ESR1,EGFR,CREB1
