description                                                  |annotation_id|genes_found|input_size|term_genes|genes_universe|relative_enrichment|pval                   |pval_adj              |genes
Melanogenesis                                                |hsa04916     |24         |736       |63        |61686         |31.928571428571423 |4.83133e-30            |1.4594599999999999e-29|ADCY6,CAMK2D,FZD4,FZD1,FZD5,WNT7A,WNT1,TCF7,RAF1,MAP2K1,MAPK1,PRKACB,NRAS,MITF,KRAS,KIT,GSK3B,GNAI3,GNAI2,TCF7L1,EDN1,DVL3,WNT4,CREB1
Adherens junction                                            |hsa04520     |23         |736       |57        |61686         |33.819078947368425 |1.49763e-29            |4.4774499999999994e-29|CDH1,CDC42,ACTG1,TGFBR2,TGFBR1,TCF7,MAP3K7,SRC,SNAI1,SNAI2,RAC1,MAPK1,MET,SMAD4,SMAD3,RHOA,INSR,IGF1R,SSX2IP,ERBB2,EGFR,TCF7L1,CTNND1
Endocytosis                                                  |hsa04144     |26         |736       |91        |61686         |23.94642857142857  |1.24882e-28            |3.69548e-28           |NEDD4L,ARFGEF1,CDC42,ARPC5,CBL,CAV1,CXCR4,TRAF6,TGFBR2,TGFBR1,TFRC,SRC,RAB5B,RAB5A,PDGFRA,SMAD3,SMAD2,RHOA,CXCR2,IGF1R,HLA-G,FGFR3,EGFR,SNX6,RAB22A,SMURF1
Choline metabolism in cancer                                 |hsa05231     |23         |736       |64        |61686         |30.120117187500004 |3.82775e-28            |1.1212599999999999e-27|AKT3,PIK3R3,SP1,RPS6KB1,RAF1,RAC1,MAP2K1,MAPK9,MAPK1,PIK3R2,PIK3CD,PDGFRB,PDGFRA,NRAS,KRAS,PLA2G4B,HIF1A,MTOR,FOS,AKT2,AKT1,EIF4EBP1,EGFR
Toll-like receptor signaling pathway                         |hsa04620     |25         |736       |84        |61686         |24.94419642857143  |4.389519999999999e-28  |1.2729599999999999e-27|CHUK,TAB2,AKT3,PIK3R3,TRAF6,TNF,TLR2,MAP3K7,CCL5,CCL4,RAC1,MAP2K1,MAPK9,MAPK1,PIK3R2,PIK3CD,NFKB1,IRF5,IL6,IKBKB,FOS,AKT2,AKT1,MAPK14,IRAK4
Prion disease                                                |hsa05020     |26         |736       |99        |61686         |22.011363636363633 |1.45478e-27            |4.1770899999999996e-27|TUBB4B,CREB5,CAV1,CASP3,PIK3R3,TNF,CCL5,RAC1,MAPK9,MAPK1,PRKACB,PIK3R2,PIK3CD,NOTCH1,NCAM1,COX2,LAMC1,ITPR1,IL6,HSPA5,GSK3B,EIF2S1,EGR1,CYBB,MAPK14,CREB1
p53 signaling pathway                                        |hsa04115     |21         |736       |56        |61686         |31.429687499999996 |2.79933e-26            |7.95887e-26           |CHEK1,CDKN1A,CDK6,CDK4,EI24,CCNG1,CCNE1,CCND3,CCND2,CCNB1,CCNE2,CASP3,TP53,BCL2,CCND1,PTEN,ATR,SERPINE1,ATM,IGF1,BBC3
C-type lectin receptor signaling pathway                     |hsa04625     |24         |736       |86        |61686         |23.38953488372093  |2.96136e-26            |8.337819999999999e-26 |CHUK,RRAS2,AKT3,PIK3R3,TNF,SRC,RAF1,MAPK9,MAPK1,PIK3R2,PIK3CD,PAK1,NRAS,NFKB1,NFATC3,RHOA,KRAS,ITPR1,IL10,IL6,IKBKB,AKT2,AKT1,MAPK14
Cholinergic synapse                                          |hsa04725     |23         |736       |80        |61686         |24.09609375        |1.49117e-25            |4.15807e-25           |ADCY6,AKT3,CREB5,CAMK2D,CAMK4,PIK3R3,BCL2,MAP2K1,MAPK1,PRKACB,PIK3R2,PIK3CG,PIK3CD,NRAS,KRAS,JAK2,ITPR1,GNAI3,GNAI2,FOS,AKT2,AKT1,CREB1
Amoebiasis                                                   |hsa05146     |22         |736       |71        |61686         |25.970070422535212 |2.56448e-25            |7.08286e-25           |CASP3,PIK3R3,TNF,TLR2,TGFB2,TGFB1,RAB5B,RAB5A,PRKACB,PIK3R2,PIK3CD,NFKB1,LAMC2,LAMC1,IL10,IL6,IFNG,COL4A2,COL4A1,COL3A1,COL1A2,COL1A1
Phospholipase D signaling pathway                            |hsa04072     |25         |736       |108       |61686         |19.401041666666664 |4.7190400000000005e-25 |1.29106e-24           |ADCY6,RRAS2,AKT3,PIK3R3,SHC1,RAF1,MAP2K1,MAPK1,PIK3R2,PIK3CG,PIK3CD,PDGFRB,PDGFRA,NRAS,RHOA,KRAS,KIT,PLA2G4B,INSR,CXCR2,MTOR,AKT2,PTK2B,AKT1,EGFR
VEGF signaling pathway                                       |hsa04370     |19         |736       |47        |61686         |33.881648936170215 |1.16137e-24            |3.14763e-24           |CDC42,AKT3,PIK3R3,VEGFA,SRC,RAF1,RAC1,PXN,MAP2K1,MAPK1,PIK3R2,PIK3CD,NRAS,KRAS,KDR,PLA2G4B,AKT2,AKT1,MAPK14
Leukocyte transendothelial migration                         |hsa04670     |22         |736       |76        |61686         |24.26151315789474  |1.4170100000000001e-24 |3.80493e-24           |CDC42,PIK3R3,CXCR4,EZR,ACTG1,RAP1B,RAC1,PXN,PIK3R2,PIK3CD,MMP9,MMP2,CD99,RHOA,ITGB1,ICAM1,GNAI3,GNAI2,PTK2B,CYBB,CTNND1,MAPK14
Platinum drug resistance                                     |hsa01524     |19         |736       |50        |61686         |31.84875           |4.89812e-24            |1.3031700000000002e-23|CDKN1A,AKT3,CASP3,PIK3R3,TP53,BCL2,BAK1,MAPK1,PIK3R2,PIK3CD,ATM,BIRC5,XIAP,BIRC2,AKT2,AKT1,ERBB2,SLC31A1,BBC3
B cell receptor signaling pathway                            |hsa04662     |20         |736       |61        |61686         |27.479508196721312 |1.0448199999999999e-23 |2.75451e-23           |CHUK,AKT3,IFITM1,PIK3R3,BTK,RAF1,RAC1,MAP2K1,MAPK1,PIK3R2,PIK3CD,NRAS,NFKB1,NFATC3,KRAS,IKBKB,GSK3B,FOS,AKT2,AKT1
Oxytocin signaling pathway                                   |hsa04921     |23         |736       |97        |61686         |19.873067010309278 |2.03185e-23            |5.30843e-23           |ADCY6,CDKN1A,CAMK2D,CAMK4,ACTG1,SRC,CCND1,RGS2,RAF1,MAP2K1,MAPK1,PRKACB,PIK3CG,NRAS,NFATC3,RHOA,KRAS,PLA2G4B,ITPR1,GNAI3,GNAI2,FOS,EGFR
Alcoholism                                                   |hsa05034     |21         |736       |76        |61686         |23.158717105263158 |4.83646e-23            |1.2523000000000001e-22|HDAC5,HDAC6,HDAC4,CREB5,CAMK4,SHC1,BDNF,RAF1,MAP2K1,MAPK1,PRKACB,NTRK2,NRAS,MAOA,KRAS,HDAC2,H3-3A,GNAI3,GNAI2,HDAC8,CREB1
Th1 and Th2 cell differentiation                             |hsa04658     |20         |736       |67        |61686         |25.018656716417908 |9.08413e-23            |2.31088e-22           |CHUK,RUNX3,STAT5B,STAT5A,STAT4,MAPK9,MAPK1,NOTCH2,NOTCH1,NFKB1,NFATC3,JAK3,JAK2,JAK1,IL13,IKBKB,IFNG,FOS,DLL4,MAPK14
Oocyte meiosis                                               |hsa04114     |20         |736       |67        |61686         |25.018656716417908 |9.08413e-23            |2.31088e-22           |ADCY6,CDC25C,CCNE1,CCNB1,CCNE2,BTRC,CAMK2D,YWHAG,MAP2K1,MAPK1,PRKACB,PPP2CB,PLK1,MAD2L1,AR,ITPR1,IGF1R,IGF1,CPEB4,MAPK14
GnRH signaling pathway                                       |hsa04912     |20         |736       |69        |61686         |24.293478260869566 |1.77235e-22            |4.469409999999999e-22 |ADCY6,CDC42,CAMK2D,SRC,RAF1,MAP2K1,MAPK9,MAPK1,PRKACB,NRAS,MMP14,MMP2,KRAS,PLA2G4B,ITPR1,PTK2B,EGR1,EGFR,HBEGF,MAPK14
Bacterial invasion of epithelial cells                       |hsa05100     |18         |736       |50        |61686         |30.1725            |2.47156e-22            |6.17889e-22           |CDH1,CDC42,ARPC5,CBL,CAV1,PIK3R3,ACTG1,SRC,SHC1,RAC1,PXN,PIK3R2,PIK3CD,MET,RHOA,ITGB1,ELMO2,CRK
Adipocytokine signaling pathway                              |hsa04920     |18         |736       |51        |61686         |29.580882352941178 |3.77757e-22            |9.36321e-22           |CHUK,PPARGC1A,AKT3,SOCS3,TRADD,IRS2,TNF,STAT3,SLC2A1,MAPK9,PPARA,NFKB1,JAK2,IRS1,IKBKB,MTOR,AKT2,AKT1
Protein digestion and absorption                             |hsa04974     |16         |736       |37        |61686         |36.24324324324324  |1.46427e-21            |3.59862e-21           |SLC8A1,SLC1A1,ATP1B1,KCNN4,ELN,COL21A1,COL15A1,COL10A1,COL7A1,COL5A2,COL5A1,COL4A2,COL4A1,COL3A1,COL1A2,COL1A1
Fc epsilon RI signaling pathway                              |hsa04664     |18         |736       |55        |61686         |27.429545454545455 |1.86612e-21            |4.54769e-21           |AKT3,PIK3R3,TNF,BTK,RAF1,RAC1,MAP2K1,MAPK9,MAPK1,PIK3R2,PIK3CD,NRAS,KRAS,PLA2G4B,IL13,AKT2,AKT1,MAPK14
Calcium signaling pathway                                    |hsa04020     |25         |736       |152       |61686         |13.784950657894736 |3.74639e-21            |9.05378e-21           |CAMK2D,CAMK4,CXCR4,VEGFA,STIM1,SLC8A1,RET,PRKACB,PDGFRB,PDGFRA,NTRK3,NTRK2,MET,KDR,ITPR1,HTR2C,HRH1,GDNF,FGFR3,FGF2,PTK2B,ERBB3,ERBB2,EGFR,PLCE1
Tight junction                                               |hsa04530     |20         |736       |80        |61686         |20.953125          |4.79524e-21            |1.1492700000000001e-20|NEDD4L,CDK4,CDC42,ARPC5,EZR,ACTG1,TIAM1,SRC,CCND1,RAC1,MAPK9,PRKACB,PPP2R2A,PPP2CB,RHOA,ITGB1,HSPA4,AMOT,TJAP1,ERBB2
Leishmaniasis                                                |hsa05140     |18         |736       |59        |61686         |25.56991525423729  |8.02297e-21            |1.9070999999999998e-20|TAB2,TRAF6,TNF,TLR2,TGFB2,TGFB1,MAP3K7,MAPK1,NFKB1,JAK2,JAK1,ITGB1,IL10,IFNG,FOS,CYBB,MAPK14,IRAK4
Adrenergic signaling in cardiomyocytes                       |hsa04261     |20         |736       |82        |61686         |20.442073170731707 |8.23637e-21            |1.94191e-20           |ADCY6,AKT3,CREB5,CAMK2D,SLC9A1,SLC8A1,SCN5A,BCL2,MAPK1,PRKACB,PPP2R2A,PPP2CB,PIK3CG,ATP1B1,GNAI3,GNAI2,AKT2,AKT1,MAPK14,CREB1
Inflammatory bowel disease                                   |hsa05321     |17         |736       |51        |61686         |27.9375            |1.69755e-20            |3.970069999999999e-20 |TNF,TLR2,TGFB2,TGFB1,STAT4,STAT3,RORC,NFKB1,SMAD3,SMAD2,IL18,IL13,IL10,IL6,IFNG,NOD2,IL21R
Type II diabetes mellitus                                    |hsa04930     |16         |736       |42        |61686         |31.92857142857143  |1.79187e-20            |4.1571400000000003e-20|SOCS3,IRS2,PIK3R3,TNF,MAPK9,MAPK1,PKM,PKLR,PIK3R2,PIK3CD,IRS1,INSR,IKBKB,HK2,MTOR,SOCS4
Necroptosis                                                  |hsa04217     |20         |736       |87        |61686         |19.267241379310345 |2.98091e-20            |6.86081e-20           |TNFSF10,TRADD,CAMK2D,TNFAIP3,TNF,STAT5B,STAT5A,STAT4,STAT3,BCL2,MAPK9,PLA2G4B,JAK3,JAK2,JAK1,IFNG,XIAP,BIRC2,HMGB1,CYBB
NF-kappa B signaling pathway                                 |hsa04064     |20         |736       |88        |61686         |19.048295454545457 |3.8150099999999995e-20 |8.71145e-20           |CHUK,TAB2,TRADD,UBE2I,TRAF6,TNFAIP3,TNF,BTK,MAP3K7,CCL4,BCL2,PLAU,ATM,NFKB1,IKBKB,XIAP,ICAM1,BIRC2,TAB3,IRAK4
Epithelial cell signaling in Helicobacter pylori infection   |hsa05120     |16         |736       |45        |61686         |29.8               |6.731849999999999e-20  |1.52519e-19           |CHUK,CDC42,CASP3,ADAM17,SRC,CCL5,RAC1,MAPK9,PAK1,NFKB1,MET,CXCR2,IKBKB,EGFR,HBEGF,MAPK14
Huntington disease                                           |hsa05016     |20         |736       |95        |61686         |17.644736842105264 |1.9649899999999998e-19 |4.41742e-19           |RCOR1,ATG14,PPARGC1A,TUBB4B,CREB5,CASP3,BECN1,TP53,SP1,SOD2,BDNF,MAPK9,PPARG,COX2,ITPR1,HDAC2,MTOR,ATG2B,CREB1,BBC3
cGMP-PKG signaling pathway                                   |hsa04022     |21         |736       |116       |61686         |15.172952586206895 |6.8559e-19             |1.52939e-18           |ADCY6,AKT3,CREB5,IRS2,SLC8A1,RGS2,RAF1,MAP2K1,MAPK1,PIK3CG,ATP1B1,NFATC3,RHOA,ITPR1,IRS1,INSR,GNAI3,GNAI2,AKT2,AKT1,CREB1
Thyroid cancer                                               |hsa05216     |14         |736       |33        |61686         |35.55681818181818  |6.963740000000001e-19  |1.54159e-18           |CDKN1A,CDH1,TP53,TCF7,CCND1,RET,BAK1,MAP2K1,MAPK1,PPARG,NRAS,MYC,KRAS,TCF7L1
Metabolic pathways                                           |hsa01100     |39         |736       |551       |61686         |5.93228221415608   |1.1976e-18             |2.6310900000000005e-18|SIRT1,ADCY6,AANAT,TUSC3,CA2,PTEN,PKM,PKLR,PIK3CG,PIK3CD,P4HA1,NT5E,ACLY,MTHFR,COX2,MAOA,PLA2G4B,IDH2,IDH1,HMGCR,HK2,GAPDH,ALPL,FUT8,ALOX12,PIKFYVE,FASN,EZH2,MECOM,GALNT14,ELOVL6,DNMT3B,DNMT3A,DNMT1,DHFR,CYP19A1,SIRT7,PLCE1,CERS2
Gap junction                                                 |hsa04540     |17         |736       |64        |61686         |22.2626953125      |1.37287e-18            |2.99347e-18           |ADCY6,TUBB4B,SRC,RAF1,MAP2K1,MAPK1,PRKACB,PDGFRB,PDGFRA,NRAS,KRAS,ITPR1,HTR2C,GNAI3,GNAI2,GJA1,EGFR
Natural killer cell mediated cytotoxicity                    |hsa04650     |18         |736       |77        |61686         |19.592532467532468 |1.6595800000000001e-18 |3.59163e-18           |CASP3,TNFSF10,PIK3R3,TNF,SHC1,RAF1,RAC1,MAP2K1,MAPK1,PIK3R2,PIK3CD,PAK1,NRAS,KRAS,IFNG,ICAM1,HLA-G,PTK2B
Viral protein interaction with cytokine and cytokine receptor|hsa04061     |16         |736       |55        |61686         |24.381818181818183 |2.7733899999999997e-18 |5.95764e-18           |TNFSF10,CXCR4,TNF,CCL5,CCL4,CCL2,IL18,IL10RA,IL10,CXCR2,IL6R,IL6,IL34,ACKR3,CSF1R,CSF1
Basal cell carcinoma                                         |hsa05217     |14         |736       |36        |61686         |32.59375000000001  |3.12403e-18            |6.661540000000001e-18 |CDKN1A,FZD4,FZD1,FZD5,WNT7A,WNT1,TP53,TCF7,SMO,BAK1,GSK3B,TCF7L1,DVL3,WNT4
Fc gamma R-mediated phagocytosis                             |hsa04666     |17         |736       |67        |61686         |21.26585820895522  |3.24594e-18            |6.87097e-18           |CDC42,ARPC5,AKT3,PIK3R3,RPS6KB1,RAF1,RAC1,MAP2K1,MAPK1,PIK3R2,PIK3CD,PAK1,MARCKS,PLA2G4B,AKT2,AKT1,CRK
Dopaminergic synapse                                         |hsa04728     |18         |736       |83        |61686         |18.176204819277107 |7.095909999999999e-18  |1.49117e-17           |AKT3,CREB5,CLOCK,CAMK2D,MAPK9,PRKACB,PPP2R2A,PPP2CB,MAOA,ITPR1,GSK3B,GNAI3,GNAI2,FOS,AKT2,AKT1,MAPK14,CREB1
Ubiquitin mediated proteolysis                               |hsa04120     |16         |736       |66        |61686         |20.318181818181817 |7.06296e-17            |1.4735700000000001e-16|NEDD4L,KEAP1,UBE3C,CBL,SOCS3,BTRC,CUL5,VHL,UBE2I,TRAF6,SKP2,XIAP,BIRC2,SMURF1,UBE2Q1,UBR5
Rheumatoid arthritis                                         |hsa05323     |15         |736       |57        |61686         |22.05592105263158  |1.70372e-16            |3.50411e-16           |VEGFA,TNF,TLR2,TGFB2,TGFB1,CCL5,CCL2,MMP1,IL18,IL11,IL6,IFNG,ICAM1,FOS,CSF1
Pertussis                                                    |hsa05133     |15         |736       |57        |61686         |22.05592105263158  |1.70372e-16            |3.50411e-16           |CASP3,TRAF6,TNF,MAPK9,MAPK1,NFKB1,RHOA,ITGB1,IL10,IL6,GNAI3,GNAI2,FOS,MAPK14,IRAK4
GnRH secretion                                               |hsa04929     |14         |736       |51        |61686         |23.00735294117647  |9.023099999999999e-16  |1.84275e-15           |AKT3,PIK3R3,RAF1,MAP2K1,MAPK1,PIK3R2,PIK3CD,NRAS,KRAS,KCNN4,ITPR1,AKT2,AKT1,ESR2
Serotonergic synapse                                         |hsa04726     |16         |736       |77        |61686         |17.415584415584416 |9.99738e-16            |2.02744e-15           |CASP3,RAF1,MAP2K1,MAPK1,PRKACB,NRAS,MAOA,KRAS,PLA2G4B,ITPR1,APP,HTR2C,HTR1B,GNAI3,GNAI2,ALOX12
Phagosome                                                    |hsa04145     |16         |736       |79        |61686         |16.974683544303797 |1.54274e-15            |3.10691e-15           |CORO1A,TUBB4B,SCARB1,ACTG1,TLR2,TFRC,RAC1,RAB5B,RAB5A,M6PR,ITGB3,ITGB1,ITGAV,HLA-G,PIKFYVE,CYBB
Glucagon signaling pathway                                   |hsa04922     |14         |736       |54        |61686         |21.729166666666668 |2.19192e-15            |4.3838500000000004e-15|SIRT1,PPARGC1A,AKT3,CREB5,CAMK2D,SLC2A1,PRKACB,PPARA,PKM,ITPR1,FOXO1,AKT2,AKT1,CREB1
Inflammatory mediator regulation of TRP channels             |hsa04750     |15         |736       |67        |61686         |18.76399253731343  |2.39242e-15            |4.75207e-15           |ADCY6,CAMK2D,PIK3R3,SRC,MAPK9,PRKACB,PIK3R2,PIK3CD,PLA2G4B,ITPR1,IGF1,HTR2C,HRH1,ALOX12,MAPK14
ECM-receptor interaction                                     |hsa04512     |13         |736       |45        |61686         |24.2125            |4.59825e-15            |9.07138e-15           |CD47,LAMC2,LAMC1,ITGB3,ITGB1,ITGAV,ITGA3,ITGA6,GP1BA,COL4A2,COL4A1,COL1A2,COL1A1
Cell adhesion molecules                                      |hsa04514     |14         |736       |57        |61686         |20.585526315789476 |5.0287e-15             |9.85353e-15           |CDH2,CDH1,CD34,SELE,NCAM1,CD99,ITGB1,ITGAV,ITGA6,ICAM1,HLA-G,ALCAM,VCAN,CD274
Mitophagy - animal                                           |hsa04137     |13         |736       |46        |61686         |23.686141304347824 |6.34e-15               |1.23396e-14           |RRAS2,ATG5,BECN1,TP53,SRC,SP1,MAPK9,NRAS,MITF,KRAS,HIF1A,FOXO3,E2F1
Amyotrophic lateral sclerosis                                |hsa05014     |18         |736       |123       |61686         |12.265243902439027 |1.06978e-14            |2.06824e-14           |ATG14,TUBB4B,HDAC6,CASP3,BECN1,ACTG1,TP53,TNF,BCL2,RAC1,RAB5A,RAB1A,COX2,HSPA5,MTOR,EIF2S1,ATG2B,MAPK14
Hypertrophic cardiomyopathy                                  |hsa05410     |13         |736       |49        |61686         |22.2359693877551   |1.5832e-14             |3.04058e-14           |ACTG1,TNF,TGFB2,TGFB1,SLC8A1,ITGB3,ITGB1,ITGAV,ITGA3,ITGA6,IL6,IGF1,EDN1
Thermogenesis                                                |hsa04714     |15         |736       |78        |61686         |16.11778846153846  |2.6776299999999998e-14 |5.1086400000000004e-14|ADCY6,PPARGC1A,CREB5,ARID1A,ACTG1,SMARCB1,RPS6KB1,PRKACB,PPARG,NRAS,COX2,KRAS,MTOR,MAPK14,CREB1
Regulation of lipolysis in adipocytes                        |hsa04923     |13         |736       |51        |61686         |21.363970588235293 |2.8093e-14             |5.32481e-14           |ADCY6,AKT3,IRS2,PIK3R3,PRKACB,PIK3R2,PIK3CD,IRS1,INSR,GNAI3,GNAI2,AKT2,AKT1
Malaria                                                      |hsa05144     |12         |736       |40        |61686         |25.14375           |3.13603e-14            |5.9055e-14            |TNF,TLR2,TGFB2,TGFB1,SELE,CCL2,MET,IL18,IL10,IL6,IFNG,ICAM1
Dilated cardiomyopathy                                       |hsa05414     |13         |736       |59        |61686         |18.467161016949152 |2.1875900000000002e-13 |4.09292e-13           |ADCY6,ACTG1,TNF,TGFB2,TGFB1,SLC8A1,PRKACB,ITGB3,ITGB1,ITGAV,ITGA3,ITGA6,IGF1
Aldosterone-regulated sodium reabsorption                    |hsa04960     |10         |736       |26        |61686         |32.23557692307692  |2.4608200000000004e-13 |4.574609999999999e-13 |NEDD4L,PIK3R3,MAPK1,PIK3R2,PIK3CD,ATP1B1,KRAS,IRS1,INSR,IGF1
Long-term depression                                         |hsa04730     |12         |736       |48        |61686         |20.953124999999996 |3.58473e-13            |6.621479999999999e-13 |RAF1,MAP2K1,MAPK1,PPP2CB,NRAS,KRAS,PLA2G4B,ITPR1,IGF1R,IGF1,GNAI3,GNAI2
Spinocerebellar ataxia                                       |hsa05017     |14         |736       |78        |61686         |15.043269230769232 |5.31426e-13            |9.75402e-13           |ATG14,AKT3,BECN1,PIK3R3,SP1,ATXN1,MAPK9,PIK3R2,PIK3CD,ITPR1,MTOR,AKT2,AKT1,ATG2B
Parkinson disease                                            |hsa05012     |14         |736       |80        |61686         |14.667187500000002 |7.65917e-13            |1.39696e-12           |TXN2,TUBB4B,CASP3,CAMK2D,TP53,MAPK9,PRKACB,COX2,MAOA,ITPR1,HSPA5,GNAI3,GNAI2,EIF2S1
Arrhythmogenic right ventricular cardiomyopathy              |hsa05412     |11         |736       |39        |61686         |23.639423076923077 |8.017449999999999e-13  |1.45316e-12           |CDH2,ACTG1,TCF7,SLC8A1,ITGB3,ITGB1,ITGAV,ITGA3,ITGA6,GJA1,TCF7L1
Hematopoietic cell lineage                                   |hsa04640     |13         |736       |65        |61686         |16.7625            |8.312540000000001e-13  |1.49729e-12           |CD34,TNF,TFRC,KIT,ITGB3,ITGA3,ITGA6,IL11,IL6R,IL6,GP1BA,CSF1R,CSF1
Apoptosis - multiple species                                 |hsa04215     |10         |736       |30        |61686         |27.937499999999996 |1.33337e-12            |2.3869e-12            |BCL2L11,CASP3,BECN1,BCL2,BAK1,MAPK9,BIRC5,XIAP,BIRC2,BBC3
Notch signaling pathway                                      |hsa04330     |10         |736       |33        |61686         |25.39772727272727  |3.977519999999999e-12  |7.0765800000000005e-12|NCOR2,ADAM17,ATXN1,NOTCH2,NOTCH1,LFNG,HDAC2,DVL3,DLL4,CTBP2
Gastric acid secretion                                       |hsa04971     |11         |736       |46        |61686         |20.042119565217394 |5.9164e-12             |1.04619e-11           |ADCY6,CAMK2D,CA2,EZR,ACTG1,SLC9A1,PRKACB,ATP1B1,ITPR1,GNAI3,GNAI2
RIG-I-like receptor signaling pathway                        |hsa04622     |11         |736       |47        |61686         |19.6156914893617   |7.64114e-12            |1.34299e-11           |CHUK,ATG5,ATG12,TRADD,TRAF6,TNF,MAP3K7,MAPK9,NFKB1,IKBKB,MAPK14
Antifolate resistance                                        |hsa01523     |9          |736       |26        |61686         |29.01201923076923  |1.2169000000000001e-11 |2.12591e-11           |CHUK,ABCG2,TNF,NFKB1,MTHFR,IL6,IKBKB,ALOX12,DHFR
Long-term potentiation                                       |hsa04720     |10         |736       |45        |61686         |18.625             |1.2051899999999998e-10 |2.0928400000000003e-10|CAMK2D,CAMK4,RAP1B,RAF1,MAP2K1,MAPK1,PRKACB,NRAS,KRAS,ITPR1
Amphetamine addiction                                        |hsa05031     |10         |736       |48        |61686         |17.4609375         |2.3926900000000003e-10 |4.13024e-10           |SIRT1,ARC,CREB5,CAMK2D,CAMK4,PRKACB,MAOA,HDAC2,FOS,CREB1
Carbohydrate digestion and absorption                        |hsa04973     |8          |736       |24        |61686         |27.937499999999996 |2.45748e-10            |4.21698e-10           |AKT3,PIK3R3,PIK3R2,PIK3CD,ATP1B1,HK2,AKT2,AKT1
Viral myocarditis                                            |hsa05416     |9          |736       |36        |61686         |20.953125000000004 |3.29636e-10            |5.62321e-10           |CAV1,CASP3,ACTG1,CCND1,RAC1,ICAM1,HLA-G,ABL2,ABL1
Bile secretion                                               |hsa04976     |10         |736       |51        |61686         |16.433823529411764 |4.52626e-10            |7.67612e-10           |ADCY6,SCARB1,ABCG2,NR0B2,CA2,SLC9A1,SLC2A1,PRKACB,ATP1B1,HMGCR
Hedgehog signaling pathway                                   |hsa04340     |8          |736       |27        |61686         |24.833333333333332 |7.187510000000001e-10  |1.21185e-09           |CCND2,BTRC,SMO,BCL2,CCND1,PRKACB,GSK3B,SMURF1
Ovarian steroidogenesis                                      |hsa04913     |9          |736       |40        |61686         |18.8578125         |9.175499999999999e-10  |1.53809e-09           |ADCY6,SCARB1,BMP6,PRKACB,PLA2G4B,INSR,IGF1R,IGF1,CYP19A1
Aldosterone synthesis and secretion                          |hsa04925     |10         |736       |64        |61686         |13.095703125       |4.66774e-09            |7.779560000000001e-09 |ADCY6,SCARB1,CREB5,CAMK2D,CAMK4,PRKACB,ATP1B1,ATF1,ITPR1,CREB1
Circadian entrainment                                        |hsa04713     |10         |736       |69        |61686         |12.146739130434783 |9.931909999999999e-09  |1.64586e-08           |ADCY6,CAMK2D,MAPK1,PRKACB,PER1,ITPR1,GNAI3,GNAI2,FOS,CREB1
Vasopressin-regulated water reabsorption                     |hsa04962     |7          |736       |26        |61686         |22.564903846153847 |1.80713e-08            |2.9776599999999997e-08|ADCY6,CREB5,RAB5B,RAB5A,PRKACB,AQP3,CREB1
Cocaine addiction                                            |hsa05030     |8          |736       |40        |61686         |16.7625            |2.1716900000000003e-08 |3.55813e-08           |CREB5,BDNF,PRKACB,NFKB1,MAOA,GNAI3,GNAI2,CREB1
Thyroid hormone synthesis                                    |hsa04918     |8          |736       |42        |61686         |15.964285714285715 |3.26372e-08            |5.31729e-08           |ADCY6,CREB5,TG,PRKACB,ATP1B1,ITPR1,HSPA5,CREB1
Insulin secretion                                            |hsa04911     |9          |736       |59        |61686         |12.784957627118645 |3.44584e-08            |5.582640000000001e-08 |ADCY6,CREB5,CAMK2D,SNAP25,SLC2A1,PRKACB,ATP1B1,KCNN4,CREB1
African trypanosomiasis                                      |hsa05143     |7          |736       |30        |61686         |19.556250000000002 |5.36574e-08            |8.6448e-08            |TNF,SELE,IL18,IL10,IL6,IFNG,ICAM1
Phosphatidylinositol signaling system                        |hsa04070     |7          |736       |35        |61686         |16.7625            |1.6829399999999998e-07 |2.6816099999999996e-07|PIK3R3,PTEN,PIK3R2,PIK3CD,ITPR1,PIKFYVE,PLCE1
Cytosolic DNA-sensing pathway                                |hsa04623     |7          |736       |35        |61686         |16.7625            |1.6829399999999998e-07 |2.6816099999999996e-07|CHUK,CCL5,CCL4,NFKB1,IL18,IL6,IKBKB
Autophagy - other                                            |hsa04136     |6          |736       |22        |61686         |22.857954545454547 |1.7924600000000002e-07 |2.84052e-07           |ATG5,ATG12,BECN1,PPP2CB,MTOR,ATG2B
Protein processing in endoplasmic reticulum                  |hsa04141     |8          |736       |58        |61686         |11.560344827586206 |4.48107e-07            |7.02439e-07           |EDEM1,TUSC3,BCL2,BAK1,BAG1,MAPK9,HSPA5,EIF2S1
Pancreatic secretion                                         |hsa04972     |8          |736       |58        |61686         |11.560344827586206 |4.48107e-07            |7.02439e-07           |ADCY6,CA2,SLC9A1,RAP1B,RAC1,ATP1B1,RHOA,ITPR1
Vascular smooth muscle contraction                           |hsa04270     |9          |736       |80        |61686         |9.42890625         |5.09007e-07            |7.93613e-07           |ADCY6,RAF1,MAP2K1,MAPK1,PRKACB,RHOA,PLA2G4B,ITPR1,EDN1
Legionellosis                                                |hsa05134     |7          |736       |43        |61686         |13.64389534883721  |7.4242e-07             |1.15135e-06           |CASP3,TNF,TLR2,RAB1A,NFKB1,IL18,IL6
Retrograde endocannabinoid signaling                         |hsa04723     |8          |736       |64        |61686         |10.4765625         |9.71695e-07            |1.49889e-06           |ADCY6,MAPK9,MAPK1,PRKACB,ITPR1,GNAI3,GNAI2,MAPK14
