description                                                  |annotation_id|genes_found|input_size|term_genes|genes_universe|relative_enrichment|pval                   |pval_adj               |genes
Central carbon metabolism in cancer                          |hsa05230     |28         |933       |55        |61686         |33.658930137386726 |1.8690099999999998e-36 |6.632710000000001e-36  |AKT3,PIK3R3,TP53,SLC2A1,RET,PTEN,MAP2K1,PIK3R2,PIK3R1,PIK3CD,PIK3CB,PIK3CA,PDGFRA,NTRK3,NRAS,MYC,MET,LDHA,KRAS,KIT,HRAS,HK2,HIF1A,MTOR,AKT2,AKT1,ERBB2,EGFR
Axon guidance                                                |hsa04360     |33         |933       |92        |61686         |23.715434083601288 |2.15455e-36            |7.463979999999999e-36  |CFL2,CDC42,ROCK2,PIK3R3,CXCR4,BMPR2,ROCK1,RGS3,RASA1,RAC1,PRKCZ,PIK3R2,PIK3R1,PIK3CD,PIK3CB,PIK3CA,PAK2,NRAS,NFATC3,MET,RHOA,KRAS,ITGB1,HRAS,GSK3B,ABL1,EPHA4,EFNB2,EFNA1,DPYSL2,SEMA4C,WNT4,RND1
Insulin signaling pathway                                    |hsa04910     |33         |933       |92        |61686         |23.715434083601288 |2.15455e-36            |7.463979999999999e-36  |PPARGC1A,AKT3,SOCS3,SOCS2,IRS2,SOCS1,PIK3R3,SHC1,RPS6KB1,RHEB,MAP2K1,PRKCZ,PRKAR1A,PRKAB1,PIK3R2,PIK3R1,PIK3CD,PIK3CB,PIK3CA,NRAS,KRAS,IKBKB,HRAS,HK2,GSK3B,GRB2,MTOR,FOXO1,FASN,AKT2,AKT1,RPTOR,CRKL
Tuberculosis                                                 |hsa05152     |36         |933       |121       |61686         |19.670803327044194 |3.4499599999999995e-36 |1.1810999999999999e-35 |CEBPB,AKT3,BCL10,CASP8,CASP3,FADD,TNF,TLR4,TLR2,TGFB2,TGFB1,SYK,STAT1,BCL2,RAB5A,MAPK13,NFKB1,MYD88,RHOA,JAK2,IRAK1,IL18,IL12A,IL10RA,IL10,IL1B,IL1A,IFNGR1,IFNG,IFNB1,APAF1,AKT2,AKT1,NOD2,MAPK14,CREB1
Estrogen signaling pathway                                   |hsa04915     |31         |933       |83        |61686         |24.6938364390036   |6.41271e-35            |2.16988e-34            |AKT3,CREB5,PIK3R3,NCOA3,SP1,SHC1,BCL2,MAP2K1,PIK3R2,PIK3R1,PIK3CD,PIK3CB,PIK3CA,NRAS,NOS3,MMP9,KRAS,JUN,ITPR1,HSP90AA1,HSPA1B,HRAS,GRB2,FOS,AKT2,AKT1,ESR2,ESR1,EGFR,HBEGF,CREB1
B cell receptor signaling pathway                            |hsa04662     |28         |933       |62        |61686         |29.858728347681776 |1.54617e-34            |5.171669999999999e-34  |CHUK,AKT3,CD22,BCL10,IFITM1,PIK3R3,SYK,RAC1,MAP2K1,PIK3R2,PIK3R1,PIK3CD,PIK3CB,PIK3CA,NRAS,NFKB1,NFATC3,KRAS,JUN,INPP5D,IKBKB,HRAS,GSK3B,GRB2,FOS,AKT2,AKT1,CARD11
Cushing syndrome                                             |hsa04934     |33         |933       |108       |61686         |20.20203644158628  |1.02077e-33            |3.37549e-33            |CDKN2B,CDKN1B,CDKN1A,CDK6,CDK2,CREB5,CCNE1,CCNE2,FZD6,FZD4,FZD1,WNT2,WNT1,SP1,CCND1,RB1,RAP1B,MAP2K1,LDLR,ITPR1,APC,GSK3B,WNT3A,AGTR1,EGFR,TCF7L1,E2F3,E2F2,E2F1,DVL3,CTNNB1,WNT4,CREB1
Apelin signaling pathway                                     |hsa04371     |32         |933       |99        |61686         |21.370749293578875 |1.23814e-33            |4.0483099999999996e-33 |GABARAPL1,PPARGC1A,CDH1,AKT3,BECN1,TGFBR1,TFAM,RPS6KB1,CCND1,MAP2K1,PRKAB1,PLAT,PIK3CG,SERPINE1,NRAS,NOS3,MYLK,MEF2D,MEF2C,MEF2A,SMAD4,SMAD3,SMAD2,KRAS,ITPR1,HRAS,MTOR,AKT2,AKT1,AGTR1,EGR1,JAG1
Progesterone-mediated oocyte maturation                      |hsa04914     |28         |933       |66        |61686         |28.049108447822274 |1.42589e-33            |4.61038e-33            |CPEB3,CDK2,CDC25A,AKT3,CCNA2,CCNA1,PIK3R3,BUB1,RPS6KA3,MAP2K1,MAPK13,PLK1,PIK3R2,PIK3R1,PIK3CD,PIK3CB,PIK3CA,MAD2L1,KRAS,IGF1R,IGF1,HSP90AA1,AKT2,AKT1,CPEB4,ANAPC1,CPEB1,MAPK14
Amyotrophic lateral sclerosis                                |hsa05014     |35         |933       |133       |61686         |17.398883059739383 |3.88786e-33            |1.24326e-32            |GABARAPL1,ATF6,TUBB4B,TUBB3,MATR3,CASP3,BECN1,XBP1,UQCRFS1,ACTG1,TP53,TNF,SLC1A2,BCL2,RAC1,RAB5A,PSMD9,MAP2K3,MAPK13,ATP5F1B,COX2,MAP3K5,HSPA5,APAF1,GPX2,MTOR,HNRNPA3,ERN1,ERBB4,DERL1,DAXX,ATG2B,MAPK14,UBQLN1,TBK1
Prion disease                                                |hsa05020     |32         |933       |103       |61686         |20.540817282177752 |5.3212999999999995e-33 |1.6650499999999998e-32 |TUBB4B,TUBB3,PPIF,CREB5,CAV1,CASP3,PIK3R3,UQCRFS1,TNF,RAC1,PSMD9,MAPK13,ATP5F1B,PIK3R2,PIK3R1,PIK3CD,PIK3CB,PIK3CA,NOTCH1,NCAM1,COX2,ITPR1,IL1B,IL1A,HSPA5,HSPA1B,APAF1,GSK3B,EGR1,CYBB,MAPK14,CREB1
Autophagy - animal                                           |hsa04140     |32         |933       |103       |61686         |20.540817282177752 |5.3212999999999995e-33 |1.6650499999999998e-32 |GABARAPL1,AKT3,ATG12,BECN1,IRS2,PIK3R3,MAP3K7,RPS6KB1,BCL2,RHEB,PTEN,MAP2K1,PIK3R2,PIK3R1,PIK3CD,PIK3CB,PIK3CA,NRAS,KRAS,ITPR1,IGF1R,HRAS,HMGB1,HIF1A,MTOR,AKT2,AKT1,ERN1,ATG4D,RPTOR,ATG2B,TBK1
Longevity regulating pathway - multiple species              |hsa04213     |25         |933       |51        |61686         |32.40968413088708  |3.86343e-32            |1.19602e-31            |SIRT1,AKT3,IRS2,PIK3R3,SOD2,RPS6KB1,PRKAB1,PIK3R2,PIK3R1,PIK3CD,PIK3CB,PIK3CA,NRAS,KRAS,IGF1R,IGF1,HSPA1B,HRAS,FOXA2,MTOR,FOXO3,FOXO1,AKT2,AKT1,RPTOR
Sphingolipid signaling pathway                               |hsa04071     |28         |933       |73        |61686         |25.359467911729727 |4.6328899999999997e-32 |1.41913e-31            |AKT3,ROCK2,PIK3R3,TP53,TNF,BCL2,ROCK1,RAC1,PTEN,MAP2K1,MAPK13,PRKCZ,PIK3R2,PIK3R1,PIK3CD,PIK3CB,PIK3CA,NRAS,NOS3,NFKB1,ABCC1,MAP3K5,RHOA,KRAS,HRAS,AKT2,AKT1,MAPK14
Huntington disease                                           |hsa05016     |30         |933       |100       |61686         |19.83472668810289  |1.67199e-30            |5.068209999999999e-30  |CLTC,PPARGC1A,TUBB4B,TUBB3,PPIF,CREB5,CASP8,CASP3,BECN1,UQCRFS1,TP53,TFAM,SP1,SOD2,SLC1A2,BDNF,REST,PSMD9,PPARG,ATP5F1B,COX2,MAP3K10,MAP3K5,ITPR1,APAF1,GPX2,MTOR,ERN1,ATG2B,CREB1
Tight junction                                               |hsa04530     |28         |933       |82        |61686         |22.576111677515488 |2.24528e-30            |6.73584e-30            |NEDD4L,CFTR,CDC42,ACTR2,ARPC3,RAPGEF2,ROCK2,CLDN1,RUNX1,YBX3,EZR,ACTG1,TIAM1,CCND1,ROCK1,RAC1,RAB13,PRKCZ,PRKAB1,MYH10,MSN,MAP3K5,RHOA,JUN,ITGB1,GATA4,ERBB2,PALS1
p53 signaling pathway                                        |hsa04115     |25         |933       |58        |61686         |28.498170528883467 |2.4608599999999997e-30 |7.30725e-30            |CHEK1,CDKN1A,CDK6,CDK2,SIVA1,CCNE1,CCND2,CCNE2,CASP8,CASP3,TNFRSF10B,TP73,TP53,THBS1,BCL2,CCND1,PTEN,PMAIP1,SERPINB5,SERPINE1,ATM,MDM4,MDM2,IGF1,APAF1
Leishmaniasis                                                |hsa05140     |25         |933       |59        |61686         |28.015150689410866 |4.20987e-30            |1.23745e-29            |TAB2,TNF,TLR4,TLR2,TGFB2,TGFB1,MAP3K7,STAT1,PTGS2,MAPK13,NFKB1,MYD88,JUN,JAK2,ITGB1,IRAK1,IL12A,IL10,IL1B,IL1A,IFNGR1,IFNG,FOS,CYBB,MAPK14
Bacterial invasion of epithelial cells                       |hsa05100     |24         |933       |53        |61686         |29.939210095249653 |7.89309e-30            |2.29689e-29            |CLTC,CDH1,CDC42,ACTR2,ARPC3,CAV1,PIK3R3,ACTG1,SHC1,RAC1,PIK3R2,PIK3R1,PIK3CD,PIK3CB,PIK3CA,MET,RHOA,ITGB1,ITGA5,FN1,DOCK1,ELMO2,CTNNB1,CRKL
Fc epsilon RI signaling pathway                              |hsa04664     |24         |933       |54        |61686         |29.384780278670952 |1.40065e-29            |4.03555e-29            |AKT3,PIK3R3,TNF,SYK,MAP2K4,RAC1,MAP2K3,MAP2K1,MAPK13,PIK3R2,PIK3R1,PIK3CD,PIK3CB,PIK3CA,NRAS,KRAS,INPP5D,IL13,HRAS,GRB2,ALOX5,AKT2,AKT1,MAPK14
Choline metabolism in cancer                                 |hsa05231     |25         |933       |62        |61686         |26.659578881858728 |1.9633299999999999e-29 |5.601259999999999e-29  |WASF3,AKT3,PIK3R3,SP1,RPS6KB1,RHEB,RAC1,MAP2K1,PIK3R2,PIK3R1,PIK3CD,PIK3CB,PIK3CA,PDGFRA,NRAS,KRAS,JUN,HRAS,HIF1A,GRB2,MTOR,FOS,AKT2,AKT1,EGFR
Neutrophil extracellular trap formation                      |hsa04613     |28         |933       |91        |61686         |20.343309423695274 |6.53913e-29            |1.8474599999999998e-28 |CLCN3,PPIF,AKT3,PIK3R3,ACTG1,TLR4,TLR2,MAP3K7,SYK,RAC1,MAP2K1,MAPK13,PIK3R2,PIK3R1,PIK3CD,PIK3CB,PIK3CA,NFKB1,ITGB3,HMGB1,H3-3A,GP1BA,MTOR,AKT2,AKT1,CYBB,TLR7,MAPK14
Bladder cancer                                               |hsa05219     |21         |933       |38        |61686         |36.5376544254527   |1.07337e-28            |3.00336e-28            |CDKN1A,CDH1,VEGFA,TP53,THBS1,CCND1,RB1,MAP2K1,NRAS,MYC,MMP9,MDM2,KRAS,CXCL8,HRAS,ERBB2,EGFR,E2F3,E2F2,E2F1,HBEGF
cAMP signaling pathway                                       |hsa04024     |33         |933       |149       |61686         |14.643086816720258 |1.1953299999999998e-28 |3.3127599999999997e-28 |CFTR,AKT3,CREB5,ROCK2,PIK3R3,TIAM1,SOX9,BDNF,ROCK1,RAP1B,RAC1,MAP2K1,PPARA,PIK3R2,PIK3R1,PIK3CD,PIK3CB,PIK3CA,ATP2A2,PDE4D,PDE4B,ATP1B1,OXTR,NFKB1,RHOA,JUN,FOS,AKT2,AKT1,EDNRA,EDN1,ADRB1,CREB1
Inflammatory bowel disease                                   |hsa05321     |23         |933       |51        |61686         |29.816909400416115 |1.3704599999999999e-28 |3.7623099999999996e-28 |TNF,TLR4,TLR2,TGFB2,TGFB1,STAT3,STAT1,NFKB1,SMAD3,SMAD2,JUN,IL18,IL13,IL12RB2,IL12A,IL10,IL2,IL1B,IL1A,IFNGR1,IFNG,NOD2,IL21R
Th17 cell differentiation                                    |hsa04659     |27         |933       |84        |61686         |21.251492880110245 |1.62822e-28            |4.42816e-28            |CHUK,RUNX1,TGFBR2,TGFBR1,TGFB1,STAT5B,STAT3,STAT1,MAPK13,NFKB1,NFATC3,SMAD4,SMAD3,SMAD2,JUN,JAK2,IL2,IL1B,IKBKB,IFNGR1,IFNG,HSP90AA1,HIF1A,MTOR,FOS,MAPK14,IL21R
Thermogenesis                                                |hsa04714     |27         |933       |85        |61686         |21.00147531681483  |2.35239e-28            |6.33838e-28            |PPARGC1A,CREB5,ARID1A,UQCRFS1,ACTG1,SMARCB1,SMARCA4,SMARCA2,RPS6KB1,RPS6KA3,RHEB,MAP2K3,MAPK13,PRKAB1,PPARG,ATP5F1B,NRAS,COX2,MAP3K5,KRAS,HRAS,GRB2,MTOR,RPTOR,KDM3A,MAPK14,CREB1
Platelet activation                                          |hsa04611     |28         |933       |95        |61686         |19.486749026908104 |2.5652999999999997e-28 |6.84866e-28            |RASGRP1,AKT3,ROCK2,PIK3R3,ACTG1,SYK,ROCK1,RAP1B,MAPK13,PRKCZ,PIK3R2,PIK3R1,PIK3CG,PIK3CD,PIK3CB,PIK3CA,NOS3,MYLK,RHOA,ITPR1,ITGB3,ITGB1,GP1BA,AKT2,AKT1,TLN2,MAPK14,COL3A1
Leukocyte transendothelial migration                         |hsa04670     |26         |933       |77        |61686         |22.324800601327933 |3.7272300000000002e-28 |9.86021e-28            |CDH5,CDC42,ROCK2,CLDN1,PIK3R3,CXCR4,EZR,ACTG1,ROCK1,RAP1B,RAC1,MAPK13,PIK3R2,PIK3R1,PIK3CD,PIK3CB,PIK3CA,MSN,MMP9,CD99,RHOA,ITGB1,ICAM1,CYBB,CTNNB1,MAPK14
Necroptosis                                                  |hsa04217     |27         |933       |87        |61686         |20.518682780796095 |4.8320399999999995e-28 |1.2667799999999999e-27 |DNM1L,VPS4B,CASP8,TNFRSF10B,FADD,TNFSF10,TNFAIP3,TNF,TLR4,TLR3,STAT5B,STAT3,STAT1,BCL2,JAK2,FASLG,IL1B,IL1A,IFNGR1,IFNG,IFNB1,XIAP,BIRC2,HSP90AA1,HMGB1,TICAM2,CYBB
Ubiquitin mediated proteolysis                               |hsa04120     |25         |933       |73        |61686         |22.6423820640444   |2.64323e-27            |6.867679999999999e-27  |HERC4,NEDD4L,TRIM32,WWP1,CDC34,PIAS3,STUB1,RBX1,KEAP1,UBE3C,SOCS3,BTRC,SOCS1,CUL5,VHL,UBE2N,UBE2I,BRCA1,SKP2,MDM2,XIAP,BIRC2,ANAPC1,FBXW7,DET1
NF-kappa B signaling pathway                                 |hsa04064     |26         |933       |89        |61686         |19.314715126991583 |2.7941e-26             |7.19543e-26            |CHUK,TAB2,MAP3K14,BCL10,UBE2I,TNFAIP3,TNF,TLR4,MAP3K7,SYK,BCL2,PTGS2,ATM,NFKB1,MYD88,IRAK1,CXCL8,IL1B,IKBKB,XIAP,ICAM1,BIRC2,CXCL2,TICAM2,TAB3,CARD11
Parathyroid hormone synthesis, secretion and action          |hsa04928     |25         |933       |80        |61686         |20.661173633440516 |3.7448400000000007e-26 |9.5592e-26             |CDKN1A,MAFB,CREB5,KL,RUNX2,SP1,BCL2,MAP2K1,PDE4D,PDE4B,NR4A2,MMP16,MMP14,MEF2D,MEF2C,MEF2A,LRP6,RHOA,ITPR1,FOS,EGR1,EGFR,HBEGF,SOST,CREB1
VEGF signaling pathway                                       |hsa04370     |21         |933       |47        |61686         |29.541082301429842 |4.11897e-26            |1.0422800000000001e-25 |CDC42,AKT3,PIK3R3,VEGFA,RAC1,PTGS2,MAP2K1,MAPK13,PIK3R2,PIK3R1,PIK3CD,PIK3CB,PIK3CA,NRAS,NOS3,KRAS,KDR,HRAS,AKT2,AKT1,MAPK14
Endocytosis                                                  |hsa04144     |26         |933       |93        |61686         |18.483974691422052 |1.0053299999999999e-25 |2.5219999999999997e-25 |CLTC,NEDD4L,RAB11FIP2,WWP1,CDC42,ACTR2,ARPC3,VPS4B,CAV1,CXCR4,TGFBR2,TGFBR1,RAB5A,PRKCZ,PDGFRA,MDM2,SMAD3,SMAD2,RHOA,LDLR,IGF1R,HSPA1B,HRAS,HLA-G,EGFR,RAB22A
Adherens junction                                            |hsa04520     |22         |933       |57        |61686         |25.518361820951093 |1.4894000000000003e-25 |3.70441e-25            |WASF3,CDH1,CDC42,ACTG1,TGFBR2,TGFBR1,MAP3K7,SNAI1,SNAI2,RAC1,NECTIN1,MET,SMAD4,SMAD3,RHOA,IGF1R,SSX2IP,ERBB2,EGFR,TCF7L1,CTNNB1,NLK
Fc gamma R-mediated phagocytosis                             |hsa04666     |23         |933       |68        |61686         |22.362682050312088 |4.384159999999999e-25  |1.07209e-24            |CFL2,WASF3,CDC42,ACTR2,ARPC3,AKT3,PIK3R3,SYK,RPS6KB1,RAC1,MAP2K1,PIK3R2,PIK3R1,PIK3CD,PIK3CB,PIK3CA,MYO10,MARCKS,INPP5D,AKT2,AKT1,DOCK1,CRKL
Amoebiasis                                                   |hsa05146     |23         |933       |68        |61686         |22.362682050312088 |4.384159999999999e-25  |1.07209e-24            |CASP3,PIK3R3,TNF,TLR4,TLR2,TGFB2,TGFB1,RAB5A,PIK3R2,PIK3R1,PIK3CD,PIK3CB,PIK3CA,NFKB1,IL12A,IL10,CXCL8,IL1B,IFNG,CXCL2,FN1,COL4A1,COL3A1
Natural killer cell mediated cytotoxicity                    |hsa04650     |24         |933       |78        |61686         |20.343309423695274 |5.60859e-25            |1.36008e-24            |CASP3,TNFRSF10B,TNFSF10,PIK3R3,TNF,SYK,SHC1,RAC1,MAP2K1,PIK3R2,PIK3R1,PIK3CD,PIK3CB,PIK3CA,NRAS,KRAS,FASLG,IFNGR1,IFNG,IFNB1,ICAM1,HRAS,HLA-G,GRB2
Phospholipase D signaling pathway                            |hsa04072     |26         |933       |107       |61686         |16.065510713105148 |5.49242e-24            |1.3209099999999999e-23 |AKT3,PIK3R3,SYK,SHC1,RHEB,MAP2K1,PIK3R2,PIK3R1,PIK3CG,PIK3CD,PIK3CB,PIK3CA,PDGFRA,NRAS,RHOA,KRAS,KIT,CXCL8,HRAS,GRB2,MTOR,AKT2,AKT1,AGTR1,EGFR,LPAR1
Th1 and Th2 cell differentiation                             |hsa04658     |22         |933       |66        |61686         |22.038585209003216 |6.84187e-24            |1.6319500000000002e-23 |CHUK,RUNX3,STAT5B,STAT1,MAPK13,NOTCH2,NOTCH1,NFKB1,NFATC3,JUN,JAK2,IL13,IL12RB2,IL12A,IL2,IKBKB,IFNGR1,IFNG,FOS,JAG1,DLL4,MAPK14
Metabolic pathways                                           |hsa01100     |50         |933       |567       |61686         |5.830313547355348  |2.8705999999999995e-23 |6.79143e-23            |SIRT1,RPIA,SIRT2,INPP5F,KL,SLC33A1,PLOD3,UQCRFS1,TYR,MSMO1,PTGS2,PTEN,ATP5F1B,PIK3CG,PIK3CD,PIK3CB,PIK3CA,PDE4D,PDE4B,NT5E,NOS3,COX2,MTAP,LDHA,INPP5D,IMPDH1,NDST1,HK2,HAL,GPX2,GATM,ALPL,ALOX5,RDH10,FASN,EZH2,CYP2U1,CBR4,ELOVL6,DNMT3B,DNMT3A,DNMT1,SRR,DHFR,CYP2J2,QRSL1,CYP2B6,NSD3,GALNT7,SETD2
cGMP-PKG signaling pathway                                   |hsa04022     |26         |933       |114       |61686         |15.079031985107465 |3.2217300000000004e-23 |7.560669999999999e-23  |PPIF,AKT3,CREB5,ROCK2,IRS2,SRF,ROCK1,MAP2K1,PIK3CG,ATP2A2,ATP1B1,NOS3,NFATC3,MYLK,MEF2D,MEF2C,MEF2A,RHOA,ITPR1,GATA4,AKT2,AKT1,AGTR1,EDNRA,ADRB1,CREB1
Pertussis                                                    |hsa05133     |20         |933       |55        |61686         |24.042092955276235 |9.856079999999999e-23  |2.2945e-22             |CFL2,CASP3,TNF,TLR4,MAPK13,NFKB1,MYD88,RHOA,JUN,ITGB1,ITGA5,IRAK1,IL12A,IL10,CXCL8,IL1B,IL1A,TICAM2,FOS,MAPK14
Melanogenesis                                                |hsa04916     |20         |933       |60        |61686         |22.038585209003216 |7.620260000000001e-22  |1.75992e-21            |FZD6,FZD4,FZD1,WNT2,WNT1,TYR,MAP2K1,NRAS,MITF,KRAS,KIT,HRAS,GSK3B,WNT3A,TCF7L1,EDN1,DVL3,CTNNB1,WNT4,CREB1
Oocyte meiosis                                               |hsa04114     |21         |933       |70        |61686         |19.834726688102894 |9.1222e-22             |2.0902e-21             |CPEB3,CDK2,RBX1,CCNE1,CCNE2,BTRC,SMC1A,YWHAZ,BUB1,RPS6KA3,MAP2K1,MAPK13,PLK1,MAD2L1,ITPR1,IGF1R,IGF1,CPEB4,ANAPC1,CPEB1,MAPK14
Oxytocin signaling pathway                                   |hsa04921     |23         |933       |93        |61686         |16.351208380873352 |1.43062e-21            |3.2524299999999997e-21 |CDKN1A,ROCK2,ACTG1,CCND1,ROCK1,PTGS2,MAP2K1,MAPK7,PRKAB1,PIK3CG,OXTR,NRAS,NOS3,NFATC3,MYLK,MEF2C,RHOA,KRAS,JUN,ITPR1,HRAS,FOS,EGFR
Calcium signaling pathway                                    |hsa04020     |27         |933       |152       |61686         |11.744246065324083 |5.256779999999999e-21  |1.18583e-20            |PPIF,CCKBR,CXCR4,VEGFC,VEGFA,RET,ATP2A2,PDGFRA,OXTR,NTRK3,NTRK2,NOS3,MYLK,MET,KDR,ITPR1,HRH1,HGF,FLT1,FGF7,ERBB4,ERBB3,ERBB2,AGTR1,EGFR,EDNRA,ADRB1
Malaria                                                      |hsa05144     |17         |933       |40        |61686         |28.0991961414791   |6.29653e-21            |1.4094500000000002e-20 |TNF,TLR4,TLR2,THBS1,TGFB2,TGFB1,SELE,MYD88,MET,IL18,IL12A,IL10,CXCL8,IL1B,IFNG,ICAM1,HGF
Rheumatoid arthritis                                         |hsa05323     |19         |933       |58        |61686         |21.658609601951433 |1.17947e-20            |2.6200400000000005e-20 |VEGFA,TNF,TLR4,TLR2,TGFB2,TGFB1,CCL20,JUN,IL18,IL11,CXCL8,IL1B,IL1A,IFNG,ICAM1,CXCL2,FOS,FLT1,CSF1
Spinocerebellar ataxia                                       |hsa05017     |21         |933       |80        |61686         |17.355385852090034 |2.0739900000000002e-20 |4.5722e-20             |PPIF,AKT3,BECN1,PIK3R3,XBP1,SP1,ATXN1,PSMD9,PIK3R2,PIK3R1,PIK3CD,PIK3CB,PIK3CA,ATP2A2,MAP3K5,ITPR1,MTOR,AKT2,AKT1,ERN1,ATG2B
Protein processing in endoplasmic reticulum                  |hsa04141     |19         |933       |63        |61686         |19.939672331955286 |7.11168e-20            |1.55601e-19            |ATF6,SEC23A,STUB1,RBX1,EDEM1,XBP1,SEL1L,BCL2,DNAJC3,NFE2L2,MAP3K5,HSP90AA1,HSPA5,HSPA1B,PDIA3,ERN1,DERL1,YOD1,UBQLN1
Basal cell carcinoma                                         |hsa05217     |16         |933       |38        |61686         |27.83821289558301  |1.0772600000000001e-19 |2.33943e-19            |CDKN1A,FZD6,FZD4,FZD1,WNT2,WNT1,TP53,BMP4,BMP2,APC,GSK3B,WNT3A,TCF7L1,DVL3,CTNNB1,WNT4
Cholinergic synapse                                          |hsa04725     |20         |933       |76        |61686         |17.398883059739383 |1.5790800000000001e-19 |3.40379e-19            |AKT3,CREB5,PIK3R3,BCL2,MAP2K1,PIK3R2,PIK3R1,PIK3CG,PIK3CD,PIK3CB,PIK3CA,NRAS,KRAS,JAK2,ITPR1,HRAS,FOS,AKT2,AKT1,CREB1
RIG-I-like receptor signaling pathway                        |hsa04622     |17         |933       |48        |61686         |23.415996784565916 |2.69024e-19            |5.756329999999999e-19  |CHUK,IKBKE,ATG12,CASP8,FADD,TNF,MAP3K7,MAPK13,PIN1,NFKB1,CXCL10,IL12A,CXCL8,IKBKB,IFNB1,MAPK14,TBK1
Cell adhesion molecules                                      |hsa04514     |18         |933       |60        |61686         |19.834726688102894 |7.44718e-19            |1.58185e-18            |CADM1,ICOSLG,CDH5,CDH2,CDH1,CD22,CLDN1,SELE,NECTIN1,NCAM1,CD99,ITGB1,ITGAV,ITGA9,ICAM1,HLA-G,ALCAM,CD274
Adipocytokine signaling pathway                              |hsa04920     |17         |933       |52        |61686         |21.61476626267623  |1.31463e-18            |2.7721499999999995e-18 |CHUK,PPARGC1A,AKT3,SOCS3,IRS2,TNF,STAT3,SLC2A1,PRKAB1,PPARA,NFKB1,LEPR,JAK2,IKBKB,MTOR,AKT2,AKT1
Epithelial cell signaling in Helicobacter pylori infection   |hsa05120     |16         |933       |46        |61686         |22.9967845659164   |4.29097e-18            |8.983239999999999e-18  |CHUK,CDC42,MAP3K14,CASP3,MAP2K4,RAC1,MAPK13,NFKB1,MET,JUN,CXCL8,IKBKB,CXCL2,EGFR,HBEGF,MAPK14
Parkinson disease                                            |hsa05012     |19         |933       |77        |61686         |16.314277362508875 |4.830080000000001e-18  |1.00397e-17            |ATF6,TUBB4B,TUBB3,PPIF,CASP3,XBP1,UQCRFS1,TP53,PSMD9,ATP5F1B,NFE2L2,COX2,MAP3K5,ITPR1,HSPA5,APAF1,ERN1,DUSP1,DAXX
Viral protein interaction with cytokine and cytokine receptor|hsa04061     |17         |933       |56        |61686         |20.070854386770787 |5.5482299999999995e-18 |1.14506e-17            |CCL26,TNFRSF10B,TNFSF10,CXCR4,TNF,CCL20,CXCL10,IL18,IL10RA,IL10,CXCL8,IL2,CXCL2,CSF1R,CSF1,CCR7,CCR1
Type II diabetes mellitus                                    |hsa04930     |15         |933       |41        |61686         |24.18869108305231  |1.9531700000000002e-17 |4.00262e-17            |SOCS3,SOCS2,IRS2,SOCS1,PIK3R3,TNF,PRKCZ,PIK3R2,PIK3R1,PIK3CD,PIK3CB,PIK3CA,IKBKB,HK2,MTOR
GnRH signaling pathway                                       |hsa04912     |17         |933       |65        |61686         |17.291813010140984 |9.31418e-17            |1.8954e-16             |CDC42,MAP2K4,MAP2K3,MAP2K1,MAPK13,MAPK7,NRAS,MMP14,KRAS,JUN,ITPR1,HRAS,GRB2,EGR1,EGFR,HBEGF,MAPK14
Thyroid cancer                                               |hsa05216     |13         |933       |32        |61686         |26.85952572347267  |5.31951e-16            |1.07498e-15            |CDKN1A,CDH1,TP53,CCND1,RET,MAP2K1,PPARG,NRAS,MYC,KRAS,HRAS,TCF7L1,CTNNB1
Hypertrophic cardiomyopathy                                  |hsa05410     |15         |933       |51        |61686         |19.44581047853225  |8.532669999999999e-16  |1.7006900000000002e-15 |ACTG1,TPM1,TNF,TGFB2,TGFB1,PRKAB1,ATP2A2,ITGB3,ITGB1,ITGAV,ITGA9,ITGA5,ITGA3,IGF1,EDN1
GnRH secretion                                               |hsa04929     |15         |933       |51        |61686         |19.44581047853225  |8.532669999999999e-16  |1.7006900000000002e-15 |AKT3,PIK3R3,MAP2K1,PIK3R2,PIK3R1,PIK3CD,PIK3CB,PIK3CA,NRAS,KRAS,ITPR1,HRAS,AKT2,AKT1,ESR2
Legionellosis                                                |hsa05134     |14         |933       |45        |61686         |20.569346195069667 |3.21935e-15            |6.373e-15              |CASP8,CASP3,TNF,TLR4,TLR2,NFKB1,MYD88,IL18,IL12A,CXCL8,IL1B,HSPA1B,APAF1,CXCL2
Phagosome                                                    |hsa04145     |17         |933       |79        |61686         |14.227441084293215 |3.2712200000000003e-15 |6.4319299999999996e-15 |TUBB4B,TUBB3,ACTG1,TLR4,TLR2,THBS1,TAP1,RAC1,RAB5A,OLR1,M6PR,ITGB3,ITGB1,ITGAV,ITGA5,HLA-G,CYBB
Arrhythmogenic right ventricular cardiomyopathy              |hsa05412     |13         |933       |41        |61686         |20.963532271978668 |2.38032e-14            |4.6488199999999995e-14 |CDH2,ACTG1,ATP2A2,ITGB3,ITGB1,ITGAV,ITGA9,ITGA5,ITGA3,GJA1,TCF7L1,DSC2,CTNNB1
Carbohydrate digestion and absorption                        |hsa04973     |11         |933       |25        |61686         |29.090932475884244 |3.28523e-14            |6.37335e-14            |AKT3,PIK3R3,PIK3R2,PIK3R1,PIK3CD,PIK3CB,PIK3CA,ATP1B1,HK2,AKT2,AKT1
