description                                                  |annotation_id|genes_found|input_size|term_genes|genes_universe|relative_enrichment|pval                   |pval_adj               |genes
Sphingolipid signaling pathway                               |hsa04071     |37         |1148      |80        |61686         |24.85172038327526  |2.1636900000000004e-42 |9.247569999999999e-42  |SPTLC1,AKT3,GAB2,ROCK2,SGPL1,SPHK1,TP53,TNF,BCL2,ROCK1,RAF1,RAC1,PTEN,MAPK13,MAPK9,MAPK1,PRKCZ,PRKCE,PRKCA,PPP2R5E,PPP2R2A,PPP2CB,PIK3R1,PIK3CD,PIK3CB,PIK3CA,NRAS,NOS3,NFKB1,ABCC1,RHOA,KRAS,HRAS,FYN,AKT2,AKT1,MAPK14
Prolactin signaling pathway                                  |hsa04917     |34         |1148      |63        |61686         |28.999004479840714 |4.1572099999999995e-42 |1.75277e-41            |AKT3,CCND2,SOCS6,SOCS1,TNFSF11,STAT5B,STAT5A,STAT3,STAT1,SRC,SHC1,CCND1,RAF1,MAPK13,MAPK9,MAPK1,PIK3R1,PIK3CD,PIK3CB,PIK3CA,NRAS,NFKB1,KRAS,JAK2,IRF1,HRAS,GSK3B,FOS,FOXO3,AKT2,AKT1,ESR1,MAPK14,SOCS7
Non-small cell lung cancer                                   |hsa05223     |34         |1148      |64        |61686         |28.545895034843205 |8.713039999999999e-42  |3.62462e-41            |CDKN2A,CDKN1A,CDK6,CDK4,AKT3,TP53,TGFA,BRAF,STAT5B,STAT5A,STAT3,CCND1,RET,BAK1,RB1,RAF1,MAPK1,PRKCA,PIK3R1,PIK3CD,PIK3CB,PIK3CA,NRAS,MET,KRAS,HRAS,FOXO3,AKT2,AKT1,ERBB2,EGFR,E2F3,E2F2,E2F1
Insulin resistance                                           |hsa04931     |36         |1148      |76        |61686         |25.45268659453512  |9.12956e-42            |3.74792e-41            |PPARGC1A,NR1H3,AKT3,IRS2,TNF,STAT3,SREBF1,SLC2A4,RPS6KB1,RPS6KA1,PTPN11,PTEN,MAPK9,PRKCZ,PRKCE,PTPA,PPP1CA,PPARA,PIK3R1,PIK3CD,PIK3CB,PIK3CA,NOS3,NFKBIA,NFKB1,IRS1,INSR,IL6,IKBKB,GSK3B,G6PC1,MTOR,FOXO1,AKT2,AKT1,CREB1
p53 signaling pathway                                        |hsa04115     |33         |1148      |59        |61686         |30.05430225004429  |1.26398e-41            |5.12156e-41            |CHEK1,CDKN2A,CDKN1A,CDK6,CDK4,CDK2,EI24,CCNG2,CCNG1,CCNE1,CCND3,CCND2,CCNE2,CASP8,CASP3,TNFRSF10A,TNFRSF10B,PPM1D,TP53,SIAH1,BCL2,CCND1,PTEN,PMAIP1,SERPINB5,SERPINE1,ATM,MDM2,FAS,IGFBP3,IGF1,APAF1,BBC3
Bladder cancer                                               |hsa05219     |29         |1148      |41        |61686         |38.00658621568794  |2.9936199999999995e-41 |1.1974499999999999e-40 |CDKN2A,CDKN1A,CDK4,CDH1,VEGFA,TP53,BRAF,SRC,CCND1,RB1,RAF1,MAPK1,NRAS,MYC,MMP9,MMP2,MMP1,MDM2,KRAS,CXCL8,HRAS,FGFR3,ERBB2,EGFR,E2F3,E2F2,E2F1,DAPK3,DAPK1
Growth hormone synthesis, secretion and action               |hsa04935     |38         |1148      |92        |61686         |22.19425087108014  |3.84198e-41            |1.5173399999999998e-40 |AKT3,IRS2,SOCS1,CACNA1C,STAT5B,STAT5A,STAT3,STAT1,SHC1,MAP2K4,RAF1,MAP2K6,MAP2K3,MAPK13,MAPK9,MAPK1,PRKCA,PRKACB,PIK3R1,PIK3CD,PIK3CB,PIK3CA,NRAS,MAP3K1,KRAS,JAK2,IRS1,IGFBP3,IGF1,HRAS,GSK3B,MTOR,FOS,AKT2,AKT1,MAPK14,CRKL,CREB1
Platinum drug resistance                                     |hsa01524     |31         |1148      |51        |61686         |32.66150850584136  |8.39268e-41            |3.2731499999999998e-40 |CDKN2A,CDKN1A,AKT3,CASP8,CASP3,FADD,TP53,BCL2,REV3L,BAK1,MAPK1,PMAIP1,PIK3R1,PIK3CD,PIK3CB,PIK3CA,ATM,MSH3,MSH2,MLH1,MDM2,FASLG,FAS,BIRC5,XIAP,APAF1,MSH6,AKT2,AKT1,ERBB2,BBC3
Endometrial cancer                                           |hsa05213     |31         |1148      |52        |61686         |32.03340257303672  |2.04172e-40            |7.864379999999999e-40  |CDKN1A,CDH1,AKT3,AXIN2,TP53,BRAF,CCND1,BAK1,RAF1,PTEN,MAPK1,PIK3R1,PIK3CD,PIK3CB,PIK3CA,NRAS,MYC,MLH1,KRAS,ILK,APC,HRAS,GSK3B,FOXO3,AKT2,AKT1,ERBB2,EGFR,TCF7L1,CTNNB1,LEF1
AMPK signaling pathway                                       |hsa04152     |37         |1148      |89        |61686         |22.338625063618213 |3.1875299999999993e-40 |1.2128199999999998e-39 |SIRT1,TBC1D1,CFTR,PPARGC1A,AKT3,IRS2,TSC1,SREBF1,SLC2A4,RPS6KB1,CCND1,RHEB,PPP2R5E,PPP2R2A,PPP2CB,PIK3R1,PIK3CD,PIK3CB,PIK3CA,LEPR,IRS1,INSR,IGF1R,IGF1,HMGCR,G6PC1,MTOR,FOXO3,FOXO1,FASN,AKT2,AKT1,EIF4EBP1,RPTOR,CAB39,RAB14,CREB1
T cell receptor signaling pathway                            |hsa04660     |37         |1148      |90        |61686         |22.090418118466896 |5.3178e-40             |1.9989799999999997e-39 |CHUK,CDK4,CDC42,PAK4,RASGRP1,AKT3,CD28,MAP3K14,BCL10,IKBKG,TNF,RAF1,MAPK13,MAPK9,MAPK1,PPP3CA,PIK3R1,PIK3CD,PIK3CB,PIK3CA,PAK2,NRAS,NFKBIA,NFKB1,NFATC1,RHOA,KRAS,JUN,IKBKB,HRAS,GSK3B,FYN,FOS,AKT2,AKT1,CARD11,MAPK14
Prion disease                                                |hsa05020     |39         |1148      |108       |61686         |19.4037456445993   |1.9544399999999998e-39 |7.25933e-39            |TUBB3,PPIF,CAV1,CASP3,CACNA1C,VDAC1,UQCRFS1,TNF,CCL5,RAC1,PSMD9,MAPK13,MAPK9,MAPK1,PRKACB,PPP3CA,PIK3R1,PIK3CD,PIK3CB,PIK3CA,NOTCH1,NDUFA4,NCAM1,CYTB,COX2,IL6,IL1B,IL1A,HSPA1B,APAF1,GSK3B,GRIN2A,FYN,EGR1,KLC2,CYBB,CSNK2A1,MAPK14,CREB1
Renal cell carcinoma                                         |hsa05211     |32         |1148      |62        |61686         |27.733393278633248 |7.406789999999998e-39  |2.7187299999999997e-38 |CDKN1A,CDC42,PAK4,AKT3,VHL,VEGFA,TGFB2,TGFA,BRAF,RAP1B,RAF1,RAC1,PTPN11,MAPK1,PIK3R1,PIK3CD,PIK3CB,PIK3CA,PAK2,NRAS,MET,ARNT,KRAS,JUN,HRAS,HIF1A,AKT2,AKT1,ETS1,EPAS1,EGLN1,CRKL
Acute myeloid leukemia                                       |hsa05221     |32         |1148      |63        |61686         |27.293180686908908 |1.4788299999999997e-38 |5.365059999999999e-38  |CHUK,CEBPA,AKT3,RUNX1,IKBKG,BRAF,STAT5B,STAT5A,STAT3,SPI1,RPS6KB1,CCND1,RAF1,MAPK1,PIK3R1,PIK3CD,PIK3CB,PIK3CA,NRAS,NFKB1,MYC,KRAS,IKBKB,HRAS,MTOR,AKT2,AKT1,EIF4EBP1,TCF7L1,DUSP6,CSF1R,LEF1
Tight junction                                               |hsa04530     |35         |1148      |85        |61686         |22.125538020086083 |6.112319999999999e-38  |2.1920100000000003e-37 |NEDD4L,CFTR,CDK4,CDC42,ACTR2,ARPC3,RAPGEF2,ROCK2,CLDN1,RUNX1,CLDN10,EZR,TIAM1,SRC,ACTB,CCND1,ROCK1,RDX,RAC1,MAPK9,PRKCZ,PRKCE,PRKACB,PPP2R2A,PPP2CB,MSN,MAP3K1,RHOA,JUN,ITGB1,GATA4,ERBB2,PALS1,CGN,F11R
Metabolic pathways                                           |hsa01100     |73         |1148      |579       |61686         |6.7746836128612955 |6.81566e-38            |2.4164599999999997e-37 |SIRT1,SIRT4,SIRT2,AANAT,INPP5F,MAN1B1,SPTLC1,SETDB1,SLC33A1,PLOD3,MTMR3,SGPL1,SPHK1,DGAT1,ALDH5A1,CA2,UQCRFS1,TYMS,SUV39H1,PTEN,PIK3CD,PIK3CB,PIK3CA,PIGF,PDE4D,NOS3,NEU1,NDUFA4,CYTB,COX2,MTAP,MIF,LDHB,LDHA,INPP5D,IMPDH1,IDH2,HMOX1,HMGCR,HK2,HAL,GSS,GPX2,GLUL,GLS,GATM,ALPG,G6PC1,FUT8,ALOX5,ALDH3A1,FASN,EZH2,CYP2U1,CBR4,DNMT3B,DNMT3A,DNMT1,ELOVL1,MTMR14,DHFR,AKR1B10,DDC,CYP24A1,QRSL1,CYP2C8,CYP2C19,CYP2B6,NSD3,GALNT7,SIRT7,PLCE1,SETD2
Tuberculosis                                                 |hsa05152     |40         |1148      |126       |61686         |17.058237929318068 |8.23196e-38            |2.88581e-37            |CEBPB,AKT3,BCL10,CASP8,SPHK1,CASP3,FADD,VDR,TNF,TGFB2,SYK,STAT1,SRC,BCL2,RAF1,RAB5A,MAPK13,MAPK9,MAPK1,PPP3CA,NFKB1,MYD88,LSP1,RHOA,LAMP1,JAK2,JAK1,IRAK1,IL12A,IL6,IL1B,IL1A,IFNGR1,IFNB1,APAF1,AKT2,AKT1,TIRAP,MAPK14,CREB1
TGF-beta signaling pathway                                   |hsa04350     |32         |1148      |67        |61686         |25.66373706380987  |2.01678e-37            |6.99149e-37            |ACVR2B,ZFYVE9,GDF5,TNF,TGIF1,TGFBR2,TGFBR1,TGFB2,BMPR2,BMPR1B,BMP7,SP1,BMP2,RPS6KB1,ROCK1,RBL1,MAPK1,PPP2CB,NODAL,MYC,SMAD7,SMAD5,SMAD4,SMAD3,SMAD2,SMAD1,RHOA,ID4,FMOD,FBN1,E2F5,SMURF1
Leukocyte transendothelial migration                         |hsa04670     |33         |1148      |77        |61686         |23.028621204579395 |1.4595299999999998e-36 |5.00411e-36            |CDH5,CDC42,ROCK2,CLDN1,CLDN10,CXCR4,EZR,CXCL12,ACTB,ROCK1,RAP1B,RAC1,PXN,PTPN11,MAPK13,PRKCA,PIK3R1,PIK3CD,PIK3CB,PIK3CA,MSN,MMP9,MMP2,ARHGAP5,RHOA,ITGB1,ICAM1,PTK2B,CYBB,CTNND1,CTNNB1,MAPK14,F11R
Central carbon metabolism in cancer                          |hsa05230     |30         |1148      |58        |61686         |27.793163522768232 |1.5060100000000002e-36 |5.1073499999999995e-36 |AKT3,TP53,RET,RAF1,PTEN,MAPK1,PIK3R1,PIK3CD,PIK3CB,PIK3CA,PDGFRB,NTRK3,NRAS,MYC,MET,LDHB,LDHA,KRAS,IDH2,HRAS,HK2,HIF1A,GLS,MTOR,FGFR2,FGFR3,AKT2,AKT1,ERBB2,EGFR
Th17 cell differentiation                                    |hsa04659     |34         |1148      |86        |61686         |21.243456770115873 |3.70563e-36            |1.2431799999999998e-35 |CHUK,RUNX1,IKBKG,TGFBR2,TGFBR1,STAT5B,STAT5A,STAT3,STAT1,MAPK13,MAPK9,MAPK1,PPP3CA,NFKBIA,NFKB1,NFATC1,SMAD4,SMAD3,SMAD2,JUN,JAK2,JAK1,IRF4,IL6R,IL6,IL1B,IKBKB,IFNGR1,HSP90AA1,HIF1A,MTOR,FOS,AHR,MAPK14
Cushing syndrome                                             |hsa04934     |36         |1148      |109       |61686         |17.746827350318064 |7.113600000000001e-35  |2.36111e-34            |CDKN2A,CDKN1B,CDKN1A,CDK6,CDK4,CDK2,CCNE1,CCNE2,FZD7,FZD6,AXIN2,CACNA1C,FZD5,WNT7A,WNT1,BRAF,SP1,CCND1,RB1,RAP1B,MAPK1,PRKACB,ARNT,LDLR,APC,GSK3B,AHR,AGTR1,EGFR,TCF7L1,E2F3,E2F2,E2F1,CTNNB1,LEF1,CREB1
Apelin signaling pathway                                     |hsa04371     |35         |1148      |101       |61686         |18.620502294131853 |8.607409999999999e-35  |2.8268599999999996e-34 |GABARAPL1,RRAS2,PPARGC1A,CDH1,AKT3,SPHK1,APLN,TGFBR1,TFAM,RPS6KB1,CCND1,RAF1,MAPK1,PRKCE,PRKACB,PLAT,SERPINE1,NRAS,NOS3,MYLK,MEF2D,MEF2C,MEF2A,SMAD4,SMAD3,SMAD2,KRAS,HRAS,MTOR,AKT2,AKT1,AGTR1,EGR1,JAG1,CCN2
Necroptosis                                                  |hsa04217     |33         |1148      |87        |61686         |20.381653250030038 |2.04405e-34            |6.64315e-34            |DNM1L,VPS4B,CASP8,TNFRSF10A,TNFRSF10B,FADD,TNFSF10,VDAC1,TNFAIP3,TNF,TLR3,STAT5B,STAT5A,STAT4,STAT3,STAT1,BCL2,MAPK9,JAK2,JAK1,FASLG,FAS,IL1B,IL1A,IFNGR1,IFNB1,IFNAR1,XIAP,HSP90AA1,HMGB1,TICAM2,GLUL,CYBB
Longevity regulating pathway                                 |hsa04211     |31         |1148      |73        |61686         |22.8183141616152   |2.83696e-34            |9.12508e-34            |SIRT1,PPARGC1A,AKT3,IRS2,TSC1,TP53,SOD2,RPS6KB1,RHEB,PRKACB,PIK3R1,PIK3CD,PIK3CB,PIK3CA,NRAS,NFKB1,KRAS,IRS1,INSR,IGF1R,IGF1,HRAS,MTOR,FOXO3,FOXO1,AKT2,AKT1,EIF4EBP1,EIF4E,RPTOR,CREB1
Natural killer cell mediated cytotoxicity                    |hsa04650     |31         |1148      |78        |61686         |21.355601715357814 |3.57364e-33            |1.1377299999999999e-32 |CASP3,TNFRSF10A,TNFRSF10B,TNFSF10,TNF,BRAF,SYK,SHC1,RAF1,RAC1,PTPN11,MAPK1,PRKCA,PPP3CA,PIK3R1,PIK3CD,PIK3CB,PIK3CA,NRAS,NFATC1,KRAS,FASLG,FAS,IFNGR1,IFNB1,IFNAR1,ICAM2,ICAM1,HRAS,FYN,PTK2B
cAMP signaling pathway                                       |hsa04024     |39         |1148      |151       |61686         |13.878175692825991 |5.152989999999999e-33  |1.62397e-32            |CHRM1,RRAS2,CFTR,AKT3,ROCK2,CACNA1C,TIAM1,BRAF,SOX9,ROCK1,RAP1B,RAF1,RAC1,MAPK9,MAPK1,PRKACB,PPP1CA,PPARA,PIK3R1,PIK3CD,PIK3CB,PIK3CA,ATP2A2,PDE4D,OXTR,NFKBIA,NFKB1,NFATC1,RHOA,JUN,GRIN2A,GLI1,FOS,AKT2,AKT1,EDNRA,EDN1,PLCE1,CREB1
Adherens junction                                            |hsa04520     |27         |1148      |59        |61686         |24.58988365912715  |3.90069e-31            |1.2170200000000001e-30 |WASF3,CDH1,CDC42,YES1,TGFBR2,TGFBR1,SRC,SNAI1,SNAI2,ACTB,RAC1,MAPK1,MET,SMAD4,SMAD3,RHOA,INSR,IGF1R,FYN,SSX2IP,ERBB2,EGFR,TCF7L1,CTNND1,CTNNB1,CSNK2A1,LEF1
NF-kappa B signaling pathway                                 |hsa04064     |31         |1148      |90        |61686         |18.508188153310105 |7.069880000000001e-31  |2.18396e-30            |CHUK,TAB2,CD40,MAP3K14,BCL10,TNFSF11,IKBKG,UBE2I,TNFAIP3,TNF,SYK,CXCL12,CCL4,BCL2,PLAU,ATM,NFKBIA,NFKB1,MYD88,IRAK1,CXCL8,IL1B,IKBKB,XIAP,ICAM1,CXCL2,TICAM2,TAB3,TIRAP,CARD11,CSNK2A1
Fc epsilon RI signaling pathway                              |hsa04664     |26         |1148      |55        |61686         |25.401267025657273 |1.6632699999999997e-30 |5.0876399999999995e-30 |AKT3,GAB2,TNF,SYK,MAP2K4,RAF1,RAC1,MAP2K6,MAP2K3,MAPK13,MAPK9,MAPK1,PRKCA,PIK3R1,PIK3CD,PIK3CB,PIK3CA,NRAS,KRAS,INPP5D,HRAS,FYN,ALOX5,AKT2,AKT1,MAPK14
Fc gamma R-mediated phagocytosis                             |hsa04666     |28         |1148      |69        |61686         |21.804878048780488 |2.09589e-30            |6.34873e-30            |CFL2,WASF3,CDC42,ACTR2,ARPC3,AKT3,GAB2,SPHK1,SYK,RPS6KB1,RAF1,RAC1,MAPK1,PRKCE,PRKCA,PIK3R1,PIK3CD,PIK3CB,PIK3CA,MYO10,MARCKS,LIMK1,ARF6,INPP5D,AKT2,AKT1,DOCK1,CRKL
B cell receptor signaling pathway                            |hsa04662     |27         |1148      |62        |61686         |23.400050578846802 |2.13755e-30            |6.41264e-30            |CHUK,AKT3,BCL10,IKBKG,SYK,RAF1,RAC1,MAPK1,PPP3CA,PIK3R1,PIK3CD,PIK3CB,PIK3CA,NRAS,NFKBIA,NFKB1,NFATC1,KRAS,JUN,INPP5D,IKBKB,HRAS,GSK3B,FOS,AKT2,AKT1,CARD11
Estrogen signaling pathway                                   |hsa04915     |30         |1148      |85        |61686         |18.964746874359502 |2.6875499999999997e-30 |7.98585e-30            |AKT3,NCOA3,TGFA,SRC,SP1,SHC1,BCL2,RAF1,MAPK1,PRKACB,PIK3R1,PIK3CD,PIK3CB,PIK3CA,NRAS,NOS3,MMP9,MMP2,KRAS,JUN,HSP90AA1,HSPA1B,HRAS,FOS,FKBP5,AKT2,AKT1,ESR1,EGFR,CREB1
Endocytosis                                                  |hsa04144     |31         |1148      |94        |61686         |17.720605678701165 |3.3719699999999996e-30 |9.925039999999999e-30  |NEDD4L,RAB11FIP2,WWP1,CDC42,ACTR2,ARPC3,VPS4B,ZFYVE9,CAV1,CXCR4,TGFBR2,TGFBR1,SRC,SH3GL2,RAB5A,PRKCZ,MDM2,SMAD3,SMAD2,RHOA,ARF6,LDLR,IGF1R,HSPA1B,HRAS,FGFR2,FGFR3,ITCH,EGFR,SMURF1,DAB2
Choline metabolism in cancer                                 |hsa05231     |27         |1148      |63        |61686         |23.02862120457939  |3.67514e-30            |1.07163e-29            |WASF3,AKT3,TSC1,SP1,RPS6KB1,RHEB,RAF1,RAC1,MAPK9,MAPK1,PRKCA,PIK3R1,PIK3CD,PIK3CB,PIK3CA,PDGFRB,NRAS,KRAS,JUN,HRAS,HIF1A,MTOR,FOS,AKT2,AKT1,EIF4EBP1,EGFR
Longevity regulating pathway - multiple species              |hsa04213     |25         |1148      |51        |61686         |26.339926214388196 |6.70816e-30            |1.93791e-29            |SIRT1,AKT3,IRS2,SOD2,RPS6KB1,PRKACB,PIK3R1,PIK3CD,PIK3CB,PIK3CA,NRAS,KRAS,IRS1,INSR,IGF1R,IGF1,HSPA1B,HRAS,HDAC2,MTOR,FOXO3,FOXO1,AKT2,AKT1,RPTOR
Progesterone-mediated oocyte maturation                      |hsa04914     |27         |1148      |65        |61686         |22.32004824443849  |1.0495999999999998e-29 |3.00436e-29            |CPEB3,CDK2,CDC25C,CDC25A,AKT3,BRAF,RPS6KA1,RAF1,MAPK13,MAPK9,MAPK1,PRKACB,PLK1,PIK3R1,PIK3CD,PIK3CB,PIK3CA,MAD2L1,KRAS,IGF1R,IGF1,HSP90AA1,AKT2,AKT1,CPEB4,CPEB1,MAPK14
Platelet activation                                          |hsa04611     |31         |1148      |98        |61686         |16.997315650999077 |1.4805e-29             |4.1992399999999996e-29 |RASGRP1,AKT3,ROCK2,SYK,SRC,ACTB,ROCK1,RAP1B,MAPK13,MAPK1,PRKCZ,PRKACB,PPP1CA,PIK3R1,PIK3CD,PIK3CB,PIK3CA,NOS3,MYLK,RHOA,ITGB3,ITGB1,FYN,FGG,FGB,FGA,AKT2,AKT1,MAPK14,COL3A1,COL1A2
Phospholipase D signaling pathway                            |hsa04072     |32         |1148      |108       |61686         |15.92102206736353  |1.94231e-29            |5.45947e-29            |RRAS2,AKT3,GAB2,SPHK1,TSC1,SYK,SHC1,RHEB,RAF1,PTPN11,MAPK1,PRKCA,PIK3R1,PIK3CD,PIK3CB,PIK3CA,PDGFRB,NRAS,RHOA,ARF6,KRAS,INSR,CXCL8,HRAS,FYN,MTOR,AKT2,PTK2B,AKT1,AGTR1,EGFR,LPAR1
Epithelial cell signaling in Helicobacter pylori infection   |hsa05120     |24         |1148      |48        |61686         |26.86672473867596  |4.95967e-29            |1.38162e-28            |CHUK,ADAM10,CDC42,MAP3K14,CASP3,IKBKG,ADAM17,SRC,MAP2K4,CCL5,RAC1,PTPN11,MAPK13,MAPK9,NFKBIA,NFKB1,MET,JUN,CXCL8,IKBKB,CXCL2,EGFR,MAPK14,F11R
Neutrophil extracellular trap formation                      |hsa04613     |30         |1148      |93        |61686         |17.33337079914578  |6.134069999999999e-29  |1.69365e-28            |PPIF,AKT3,VDAC1,SYK,SRC,ACTB,RAF1,RAC1,MAPK13,MAPK1,PRKCA,PIK3R1,PIK3CD,PIK3CB,PIK3CA,NFKB1,ITGB3,HMGB1,HDAC2,MTOR,FGG,FGB,FGA,AKT2,AKT1,HDAC11,HDAC8,CYBB,TLR7,MAPK14
VEGF signaling pathway                                       |hsa04370     |24         |1148      |49        |61686         |26.318424233805022 |9.550899999999999e-29  |2.61393e-28            |CDC42,AKT3,SPHK1,VEGFA,SRC,RAF1,RAC1,PXN,MAPK13,MAPK1,PRKCA,PPP3CA,PIK3R1,PIK3CD,PIK3CB,PIK3CA,NRAS,NOS3,KRAS,KDR,HRAS,AKT2,AKT1,MAPK14
Bacterial invasion of epithelial cells                       |hsa05100     |24         |1148      |51        |61686         |25.286329165812667 |3.3490300000000003e-28 |9.08605e-28            |CDH1,CDC42,ACTR2,ARPC3,CAV1,SRC,SHC1,ACTB,RAC1,PXN,PIK3R1,PIK3CD,PIK3CB,PIK3CA,MET,RHOA,ITGB1,ITGA5,ILK,FN1,DOCK1,ELMO2,CTNNB1,CRKL
Parathyroid hormone synthesis, secretion and action          |hsa04928     |28         |1148      |81        |61686         |18.574525745257453 |4.49359e-28            |1.20862e-27            |CDKN1A,MAFB,RUNX2,TNFSF11,VDR,BRAF,SP1,BCL2,RAF1,PTH1R,MAPK1,PRKCA,PRKACB,PDE4D,MMP16,MMP14,MMP13,MEF2D,MEF2C,MEF2A,LRP5,LRP6,RHOA,FOS,EGR1,EGFR,CYP24A1,CREB1
Amyotrophic lateral sclerosis                                |hsa05014     |33         |1148      |133       |61686         |13.33235964475649  |1.5797999999999999e-27 |4.21279e-27            |GABARAPL1,ATG14,TUBB3,MATR3,CASP3,VDAC1,UQCRFS1,TP53,TNF,SLC1A2,ACTB,BCL2,RAC1,RAB5A,PSMD9,MAP2K6,MAP2K3,MAPK13,PPP3CA,NDUFA4,CYTB,COX2,APAF1,GRIN2A,GPX2,MTOR,HNRNPA3,DERL1,KLC2,DAXX,MAPK14,UBQLN1,TBK1
Pertussis                                                    |hsa05133     |24         |1148      |57        |61686         |22.62461030625344  |9.870289999999999e-27  |2.60977e-26            |CFL2,CASP7,CASP3,TNF,MAPK13,MAPK9,MAPK1,NFKB1,MYD88,RHOA,JUN,ITGB1,ITGA5,IRF1,IRAK1,IL12A,CXCL8,IL6,IL1B,IL1A,TICAM2,FOS,TIRAP,MAPK14
Calcium signaling pathway                                    |hsa04020     |34         |1148      |154       |61686         |11.863229105389385 |1.709e-26              |4.4807499999999997e-26 |CHRM1,PPIF,SPHK1,CACNA1C,CXCR4,VEGFA,VDAC1,RET,PRKCA,PRKACB,PPP3CA,ATP2A2,PDGFRB,OXTR,NTRK3,NTRK2,NOS3,MYLK,MET,KDR,GRIN2A,FLT1,FGFR2,FGFR3,FGF7,FGF2,PTK2B,ERBB3,ERBB2,AGTR1,EGFR,EDNRA,CAMK1D,PLCE1
Th1 and Th2 cell differentiation                             |hsa04658     |25         |1148      |68        |61686         |19.75494466079115  |5.302769999999999e-26  |1.37872e-25            |CHUK,RUNX3,IKBKG,STAT5B,STAT5A,STAT4,STAT1,MAPK13,MAPK9,MAPK1,PPP3CA,NOTCH2,NOTCH1,NFKBIA,NFKB1,NFATC1,JUN,JAK2,JAK1,IL12A,IKBKB,IFNGR1,FOS,JAG1,MAPK14
GnRH signaling pathway                                       |hsa04912     |24         |1148      |68        |61686         |18.964746874359502 |1.62494e-24            |4.18992e-24            |CDC42,CACNA1C,SRC,MAP2K4,RAF1,MAP2K6,MAP2K3,MAPK13,MAPK9,MAPK7,MAPK1,PRKCA,PRKACB,NRAS,MMP14,MMP2,MAP3K1,KRAS,JUN,HRAS,PTK2B,EGR1,EGFR,MAPK14
Oxytocin signaling pathway                                   |hsa04921     |27         |1148      |97        |61686         |14.956733359675276 |3.0356700000000003e-24 |7.76336e-24            |CDKN1A,ROCK2,CACNA1C,SRC,ACTB,CCND1,ROCK1,RAF1,MAPK7,MAPK1,PRKCA,PRKACB,PPP3CA,PPP1CA,OXTR,NRAS,NOS3,NFATC1,MYLK,MEF2C,RHOA,KRAS,JUN,HRAS,FOS,EGFR,CAMK1D
Huntington disease                                           |hsa05016     |27         |1148      |100       |61686         |14.508031358885017 |7.48466e-24            |1.8985499999999996e-23 |ATG14,PPARGC1A,TUBB3,PPIF,CASP8,CASP3,VDAC1,UQCRFS1,TP53,TFAM,SP1,SOD2,SLC1A2,REST,PSMD9,MAPK9,NDUFA4,CYTB,COX2,MAP3K10,APAF1,HDAC2,GPX2,MTOR,KLC2,CREB1,BBC3
Mitophagy - animal                                           |hsa04137     |21         |1148      |51        |61686         |22.125538020086083 |2.6051500000000002e-23 |6.55489e-23            |GABARAPL1,RRAS2,MFN2,TFEB,TP53,BNIP3,SRC,SP1,MAPK9,NRAS,MITF,KRAS,JUN,HRAS,HIF1A,FOXO3,E2F1,ATG9A,RHOT1,CSNK2A1,TBK1
cGMP-PKG signaling pathway                                   |hsa04022     |28         |1148      |116       |61686         |12.970142977291841 |3.26414e-23            |8.1473e-23             |PPIF,AKT3,ROCK2,IRS2,CACNA1C,VDAC1,ROCK1,RAF1,MAPK1,PRKCE,PPP3CA,PPP1CA,ATP2A2,NOS3,NFATC1,MYLK,MEF2D,MEF2C,MEF2A,RHOA,IRS1,INSR,GATA4,AKT2,AKT1,AGTR1,EDNRA,CREB1
Adipocytokine signaling pathway                              |hsa04920     |21         |1148      |53        |61686         |21.290612057063967 |6.987529999999999e-23  |1.7302500000000002e-22 |CHUK,PPARGC1A,AKT3,IRS2,IKBKG,TNF,STAT3,SLC2A4,PTPN11,MAPK9,PPARA,NFKBIA,NFKB1,LEPR,JAK2,IRS1,IKBKB,G6PC1,MTOR,AKT2,AKT1
Amoebiasis                                                   |hsa05146     |23         |1148      |72        |61686         |17.164851916376307 |2.1134500000000001e-22 |5.192090000000001e-22  |CASP3,TNF,TGFB2,RAB5A,PRKCA,PRKACB,PIK3R1,PIK3CD,PIK3CB,PIK3CA,SERPINB9,NFKB1,LAMC2,IL12A,CXCL8,IL6,IL1B,CXCL2,FN1,COL4A2,COL4A1,COL3A1,COL1A2
Oocyte meiosis                                               |hsa04114     |23         |1148      |74        |61686         |16.700936999717484 |4.32213e-22            |1.05352e-21            |CPEB3,CDK2,CDC25C,CCNE1,CCNE2,BTRC,YWHAZ,YWHAG,RPS6KA1,MAPK13,MAPK1,PRKACB,PPP3CA,PPP2R5E,PPP2CB,PPP1CA,PLK1,MAD2L1,IGF1R,IGF1,CPEB4,CPEB1,MAPK14
Rheumatoid arthritis                                         |hsa05323     |21         |1148      |58        |61686         |19.45521446593776  |6.72696e-22            |1.62698e-21            |CD28,TNFSF13,TNFSF11,VEGFA,TNF,TGFB2,CXCL12,CCL20,CCL5,CCL2,MMP3,MMP1,JUN,CXCL8,IL6,IL1B,IL1A,ICAM1,CXCL2,FOS,FLT1
Leishmaniasis                                                |hsa05140     |21         |1148      |60        |61686         |18.80670731707317  |1.55131e-21            |3.72316e-21            |TAB2,TNF,TGFB2,STAT1,MAPK13,MAPK1,NFKBIA,NFKB1,MYD88,JUN,JAK2,JAK1,ITGB1,IRAK1,IL12A,IL1B,IL1A,IFNGR1,FOS,CYBB,MAPK14
